,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,activity
1450,42.0,0.0,21.0,0.0,16.25,0.83,0
1451,42.0,0.0,21.0,0.0,15.75,0.83,0
1452,41.75,0.43,21.0,0.0,15.0,0.0,0
1453,41.0,0.82,21.0,0.0,15.33,0.47,0
1454,41.5,0.5,20.75,0.43,13.75,0.83,0
1455,42.0,0.0,21.0,0.0,11.25,1.48,0
1456,42.0,0.0,21.0,0.0,10.75,0.83,0
1457,41.5,0.5,21.25,0.43,11.5,1.12,0
1458,40.5,1.12,21.0,0.0,14.25,1.48,0
1459,40.5,0.5,21.0,0.0,15.25,1.09,0
1370,40.25,2.59,17.33,2.05,11.0,5.66,1
1371,22.0,14.17,13.75,6.5,19.5,1.5,1
1372,29.5,0.5,13.25,1.79,15.5,5.55,1
1373,32.0,2.83,18.0,2.45,15.25,4.49,1
1374,30.75,6.87,14.5,2.87,11.5,4.5,1
1375,37.5,3.35,15.0,5.39,15.75,5.54,1
1376,41.5,2.87,14.0,3.56,8.33,4.78,1
1377,32.0,0.71,11.75,4.92,18.4,1.96,1
1378,29.0,1.22,20.33,1.25,12.33,2.87,1
1379,31.5,7.53,15.75,2.17,9.5,1.8,1
1460,40.0,0.71,21.0,0.0,17.0,0.71,0
1461,40.5,0.5,21.0,0.0,15.25,0.83,0
1462,41.0,1.0,21.0,0.0,15.5,0.5,0
1463,40.0,1.0,21.0,0.0,15.25,0.43,0
1464,41.0,0.71,21.0,0.0,15.0,0.82,0
1380,33.0,3.67,12.0,5.79,13.5,3.84,1
1381,39.5,1.5,17.0,1.41,14.67,2.49,1
1382,34.0,3.67,10.67,6.8,11.75,4.44,1
1383,32.33,0.94,13.0,2.45,21.33,1.7,1
1384,25.25,10.76,16.0,2.24,16.75,2.17,1
1465,41.25,0.83,21.0,0.0,15.25,0.43,0
1466,40.67,0.47,20.5,0.5,14.0,1.41,0
1467,40.25,0.83,21.0,0.0,13.5,1.5,0
1468,40.5,0.5,21.0,0.0,14.25,1.3,0
1469,40.67,0.94,21.0,0.0,14.75,1.09,0
1470,41.0,1.0,21.0,0.0,15.25,0.43,0
1471,41.5,0.5,21.0,0.0,16.25,0.83,0
1472,41.25,0.83,21.0,0.0,14.75,1.09,0
1473,40.5,0.5,20.25,0.43,15.5,0.87,0
1474,40.75,0.83,20.0,0.0,15.75,0.83,0
1475,41.0,0.71,19.75,0.43,15.25,0.43,0
1476,41.5,0.5,20.33,0.47,14.67,0.47,0
1477,41.25,0.83,20.5,0.5,15.25,0.43,0
1478,40.75,0.83,19.75,0.43,15.25,0.43,0
1479,41.0,0.82,18.25,0.43,15.0,0.0,0
1385,33.75,7.4,13.0,2.92,12.25,3.7,1
1386,29.33,3.27,13.75,4.32,11.75,4.21,1
1387,37.67,2.36,17.33,1.89,16.75,5.76,1
1388,37.75,2.77,17.0,3.94,18.25,5.76,1
1389,36.0,0.0,23.0,0.82,20.0,3.56,1
1480,41.0,1.0,19.0,0.0,13.25,1.09,0
1481,40.75,0.83,19.0,0.0,12.0,0.0,0
1482,41.0,0.71,20.25,0.43,12.5,0.5,0
1483,41.5,0.5,20.25,0.43,9.5,2.29,0
1484,41.5,0.5,18.75,0.43,7.67,0.47,0
1485,40.67,0.94,18.33,0.47,6.0,0.82,0
1486,40.25,0.83,18.25,0.43,9.5,0.5,0
1487,39.5,0.87,18.0,0.0,11.25,0.83,0
1488,39.0,0.0,18.0,0.0,9.33,1.25,0
1489,39.25,0.43,19.5,1.12,11.0,1.0,0
1390,34.25,3.49,18.5,0.87,15.25,5.85,1
1391,33.75,4.32,13.5,3.84,19.75,2.38,1
1392,32.25,3.77,16.0,1.87,11.5,0.5,1
1393,39.75,1.48,16.75,1.09,13.25,3.27,1
1394,35.0,1.41,19.0,3.74,19.25,3.03,1
1395,33.33,2.49,20.0,1.0,15.0,7.79,1
1396,31.5,1.5,17.5,0.5,12.5,8.5,1
1397,30.25,2.17,11.75,4.97,18.75,2.49,1
1398,34.33,3.86,13.0,4.18,7.5,1.5,1
1399,40.4,1.62,18.25,1.09,16.2,4.79,1
1490,41.25,0.43,21.0,0.0,12.75,0.83,0
1491,41.75,0.43,20.67,0.47,12.0,0.0,0
1492,42.0,0.0,20.0,0.71,12.33,0.47,0
1493,42.33,0.47,19.5,0.5,8.0,0.0,0
1494,42.0,0.0,19.25,0.83,10.75,1.09,0
1400,35.5,2.6,17.75,2.86,18.75,4.82,1
1401,34.67,2.36,13.5,1.5,12.67,5.56,1
1402,32.33,4.03,17.33,2.05,20.33,2.05,1
1403,32.5,4.15,9.5,1.8,13.5,2.06,1
1404,37.0,1.41,13.0,3.54,14.0,1.41,1
1405,40.67,0.47,18.0,2.94,20.25,1.92,1
1406,35.0,1.41,20.33,1.7,18.5,3.35,1
1407,34.5,2.5,15.67,1.7,16.33,5.73,1
1408,32.25,5.4,15.25,1.92,16.25,5.97,1
1409,33.5,4.15,13.25,3.7,9.0,3.32,1
1495,42.0,0.0,19.67,0.47,11.75,0.43,0
1496,42.0,0.0,20.25,0.43,12.25,0.43,0
1497,41.5,0.5,21.0,0.0,12.5,0.5,0
1498,41.25,0.83,21.0,0.0,12.25,0.43,0
1499,40.5,1.12,20.67,0.47,12.0,0.0,0
1500,39.5,0.5,21.0,0.0,16.0,0.89,0
1501,39.5,0.5,20.5,0.5,15.0,0.71,0
1502,41.0,0.71,19.75,0.43,14.5,0.5,0
1503,40.75,0.83,18.5,0.5,14.25,0.83,0
1504,41.5,0.5,18.33,0.47,12.67,0.47,0
1410,41.0,1.22,20.67,1.7,18.0,1.0,1
1411,35.5,3.57,15.0,3.67,14.75,3.7,1
1412,35.25,1.3,20.75,4.09,8.25,4.44,1
1413,37.33,3.77,12.0,3.27,16.5,7.5,1
1414,34.25,3.7,12.0,7.12,17.33,5.19,1
1505,41.5,0.5,18.25,0.43,12.25,0.43,0
1506,41.5,0.5,19.5,0.5,12.75,1.3,0
1507,41.67,0.47,20.5,0.5,14.0,0.82,0
1508,41.5,0.5,21.0,0.0,14.5,0.5,0
1509,40.67,0.94,20.67,0.47,14.25,0.83,0
1510,41.0,0.71,19.75,0.43,14.25,1.3,0
1511,41.25,0.83,20.0,0.0,14.25,0.43,0
1512,41.5,0.5,20.0,0.0,13.0,1.0,0
1513,41.5,0.5,20.0,0.0,13.25,1.3,0
1514,41.5,0.5,20.0,0.0,13.75,0.83,0
1415,35.25,4.32,12.75,2.59,10.0,1.58,1
1416,41.33,0.94,15.67,2.87,16.25,1.79,1
1417,36.6,2.58,18.0,5.37,19.5,3.84,1
1418,34.33,2.36,23.67,0.47,15.0,3.67,1
1419,32.25,4.44,19.5,2.6,17.0,7.78,1
1515,41.75,0.43,19.67,0.47,14.0,0.82,0
1516,42.0,0.0,19.25,0.43,13.25,1.3,0
1517,42.0,0.0,20.0,0.0,13.0,0.82,0
1518,42.0,0.0,20.0,0.0,13.0,1.0,0
1519,41.67,0.47,20.67,0.47,13.75,0.83,0
1520,42.0,0.0,21.0,0.0,13.75,0.83,0
1521,42.0,0.0,21.0,0.0,12.5,0.87,0
1522,42.0,0.0,20.75,0.43,13.0,1.0,0
1523,42.0,0.0,21.0,0.0,13.5,1.5,0
1524,41.75,0.43,21.0,0.0,13.25,1.09,0
1525,40.75,0.83,19.5,0.5,12.0,0.0,0
1526,39.5,0.5,18.0,0.0,10.5,1.5,0
1527,38.75,0.43,18.0,0.0,12.75,0.83,0
1528,40.5,1.12,19.0,0.82,12.33,0.47,0
1529,42.0,0.0,19.25,0.43,13.67,1.25,0
1420,34.5,1.5,16.33,0.94,17.0,5.34,1
1421,41.0,1.58,14.0,4.64,16.5,4.5,1
1422,36.5,2.87,15.33,2.49,17.67,6.18,1
1423,36.0,2.12,24.0,0.0,19.25,1.48,1
1424,31.25,5.54,20.75,0.43,10.0,5.34,1
1530,41.67,0.47,19.33,0.47,13.75,0.83,0
1531,41.75,0.43,19.5,0.5,14.5,0.5,0
1532,42.0,0.0,20.0,0.0,14.25,0.43,0
1533,42.0,0.0,19.75,0.43,13.5,1.12,0
1534,42.0,0.0,19.5,0.5,13.0,0.82,0
1425,31.67,7.04,12.5,1.8,20.67,2.87,1
1426,34.75,3.03,14.5,3.5,12.75,5.36,1
1427,39.33,2.05,8.67,5.79,15.75,3.27,1
1428,42.75,0.83,17.25,1.48,16.75,3.83,1
1429,38.75,3.42,13.0,1.41,20.0,4.24,1
1535,42.0,0.0,20.5,0.5,12.25,0.43,0
1536,42.0,0.0,20.25,0.43,12.25,0.43,0
1537,42.0,0.0,20.0,0.0,12.0,0.0,0
1538,42.0,0.0,19.6,0.49,12.6,0.49,0
1539,42.0,0.0,19.67,0.47,12.33,0.47,0
1430,36.25,0.43,23.0,1.73,15.0,2.45,1
1431,36.0,2.12,14.67,2.49,17.67,8.26,1
1432,36.0,2.55,14.33,0.94,14.75,2.17,1
1433,37.5,2.69,12.67,2.05,8.5,3.5,1
1434,41.25,0.43,16.67,1.25,15.5,2.96,1
1540,41.67,0.47,20.0,0.0,14.33,0.94,0
1541,41.67,0.47,20.0,0.0,15.33,0.47,0
1542,41.75,0.43,20.0,0.0,16.0,0.71,0
1543,41.67,0.47,21.0,0.0,16.25,0.83,0
1544,42.0,0.0,20.67,0.47,15.75,0.43,0
1545,42.0,0.0,20.25,0.43,15.75,0.83,0
1546,42.0,0.0,20.5,0.5,16.5,0.5,0
1547,42.0,0.0,20.5,0.5,16.25,0.43,0
1548,42.0,0.0,21.0,0.0,15.75,0.83,0
1549,42.0,0.0,20.0,0.0,15.0,0.0,0
1435,36.5,1.5,15.67,9.74,20.5,2.87,1
1436,36.0,0.0,23.25,1.3,17.0,1.63,1
1437,32.33,5.56,15.33,3.77,14.5,4.82,1
1438,32.0,5.87,12.25,2.17,14.5,2.87,1
1439,38.0,2.12,16.5,3.2,11.25,5.8,1
1440,40.5,2.6,17.25,3.9,15.5,3.28,1
1441,35.5,1.5,19.75,1.3,18.5,3.77,1
1442,35.25,1.3,13.67,6.13,18.5,0.5,1
1443,35.25,3.9,14.75,3.27,21.25,1.79,1
1444,32.25,2.49,10.67,6.6,15.5,4.39,1
1550,42.0,0.0,20.0,0.0,14.75,0.43,0
1551,42.0,0.0,20.5,0.5,14.5,0.5,0
1552,42.0,0.0,21.0,0.0,15.0,0.0,0
1553,42.0,0.0,21.0,0.0,14.75,0.43,0
1554,42.0,0.0,21.0,0.0,14.5,0.5,0
1555,42.0,0.0,21.0,0.0,14.25,0.83,0
1556,42.0,0.0,21.0,0.0,14.33,0.94,0
1557,42.0,0.0,20.5,0.5,13.75,1.3,0
1558,42.0,0.0,20.25,0.43,14.25,0.83,0
1559,42.0,0.0,19.0,0.71,11.25,1.3,0
1560,40.25,1.3,16.25,1.3,6.0,0.0,0
1561,35.0,2.55,11.67,0.47,12.25,2.59,0
1562,30.0,0.0,6.33,1.25,14.0,0.71,0
1563,33.5,1.5,12.0,1.22,13.5,1.12,0
1564,39.25,0.83,10.5,1.66,12.0,0.0,0
1445,41.0,1.41,15.0,2.0,14.0,1.63,1
1446,37.67,6.6,15.0,4.24,14.25,2.49,1
1447,35.5,1.5,20.75,4.55,16.25,2.86,1
1448,32.75,2.17,13.5,6.58,12.75,4.32,1
1449,30.0,3.54,10.0,5.52,15.0,3.0,1
1565,39.0,1.41,13.0,1.0,12.75,1.3,0
1566,36.5,0.87,7.75,2.59,15.0,0.0,0
1567,36.75,0.83,15.75,2.49,12.75,0.83,0
1568,37.5,0.5,15.67,2.05,13.0,1.22,0
1569,38.75,0.43,13.75,1.09,10.25,1.92,0
1570,39.25,0.43,12.33,0.47,12.67,0.94,0
1571,36.75,1.3,14.25,0.83,9.33,3.09,0
1572,36.0,0.0,13.5,1.5,2.67,1.25,0
1573,37.75,0.83,13.5,2.69,11.5,3.57,0
1574,40.0,0.71,20.0,0.71,15.75,0.83,0
1450,35.0,1.41,8.75,3.27,15.67,3.3,1
1451,40.0,1.0,17.5,1.5,10.5,6.42,1
1452,38.33,1.7,14.33,3.3,16.75,2.49,1
1453,36.75,0.83,21.0,0.0,17.5,1.8,1
1454,34.25,3.03,13.0,3.94,13.25,2.95,1
1455,31.25,3.42,14.75,4.97,17.0,1.73,1
1456,35.5,3.35,9.5,1.5,16.0,2.83,1
1457,40.5,1.12,15.0,1.22,15.75,4.76,1
1458,39.5,3.77,14.0,2.12,18.5,3.77,1
1459,37.0,1.22,22.5,1.5,18.0,0.0,1
1575,40.5,0.5,21.0,0.0,15.0,0.0,0
1576,39.75,0.83,20.0,0.71,14.25,1.09,0
1577,40.33,0.47,18.75,0.43,13.0,0.82,0
1578,41.67,0.47,18.67,0.47,13.0,1.22,0
1579,42.5,0.5,18.5,0.5,15.0,0.71,0
1580,42.0,0.0,19.0,0.71,14.75,0.43,0
1581,42.25,0.43,19.25,0.43,14.5,0.5,0
1582,42.5,0.5,19.0,0.0,14.0,0.71,0
1583,42.5,0.5,18.5,0.5,12.25,0.43,0
1584,42.5,0.5,18.75,0.43,12.5,0.87,0
1460,35.25,2.59,21.25,2.17,9.75,1.48,1
1461,33.0,5.92,16.75,3.7,14.75,4.6,1
1462,34.5,3.35,12.0,5.39,12.0,3.24,1
1463,40.25,2.49,11.25,2.68,14.75,5.54,1
1464,38.33,2.62,9.67,4.11,20.33,2.05,1
1585,42.5,0.5,19.33,0.47,11.67,0.47,0
1586,42.0,0.0,18.5,0.5,11.75,0.43,0
1587,42.67,0.47,18.75,0.43,12.0,0.0,0
1588,42.0,0.0,19.5,0.5,10.33,0.94,0
1589,42.0,0.0,19.33,0.47,11.5,0.5,0
1465,33.0,2.45,17.33,7.41,18.0,6.52,1
1466,36.5,0.5,22.25,2.05,11.0,6.44,1
1467,38.0,2.12,17.0,3.74,16.33,5.25,1
1468,35.25,3.96,17.67,1.25,15.25,4.55,1
1469,39.75,2.49,12.5,1.5,15.25,5.07,1
1590,42.5,0.5,18.75,0.43,11.5,0.5,0
1591,42.25,0.43,19.75,0.43,10.75,0.83,0
1592,42.0,0.0,20.25,0.43,11.5,0.5,0
1593,42.0,0.0,19.75,0.43,11.5,0.87,0
1594,42.25,0.43,18.75,0.43,11.5,0.5,0
1470,36.25,2.17,17.0,2.94,18.0,2.16,1
1471,37.25,1.3,23.0,1.22,18.5,1.8,1
1472,33.75,2.49,15.5,2.18,8.25,5.12,1
1473,34.0,3.74,14.67,6.34,16.25,2.68,1
1474,30.75,4.82,17.33,0.47,15.0,0.71,1
1595,42.5,0.5,18.5,0.5,11.5,0.5,0
1596,42.5,0.5,19.25,0.43,11.25,0.83,0
1597,42.5,0.5,19.33,0.47,11.33,0.94,0
1598,42.25,0.43,19.25,0.43,10.75,1.09,0
1599,42.0,0.0,18.0,0.0,10.25,0.83,0
1600,42.0,0.0,18.0,0.0,10.33,0.47,0
1601,41.75,0.43,18.0,0.0,10.5,1.5,0
1602,42.67,0.47,18.0,0.0,12.75,0.83,0
1603,42.75,0.43,18.5,0.5,12.25,0.43,0
1604,42.5,0.5,18.5,0.5,12.0,0.0,0
1605,42.75,0.43,18.25,0.43,11.25,0.83,0
1606,43.5,0.5,18.0,0.0,11.5,0.5,0
1607,43.75,0.43,18.5,0.5,11.5,0.87,0
1608,43.5,0.5,18.75,0.43,12.5,0.5,0
1609,43.75,0.83,18.5,0.5,12.5,0.5,0
1475,38.25,1.3,14.25,1.92,10.67,1.25,1
1476,41.75,0.83,17.5,0.5,13.25,5.58,1
1477,40.0,3.27,16.5,4.5,17.33,4.5,1
1478,36.0,2.12,17.25,3.27,20.5,1.5,1
1479,34.5,1.5,16.25,1.79,10.0,5.52,1
1610,43.5,0.5,18.33,0.47,12.33,0.47,0
1611,43.5,0.5,18.25,0.43,12.25,0.43,0
1612,43.67,0.47,18.25,0.43,12.67,0.47,0
1613,44.0,0.82,18.0,0.0,12.0,0.0,0
1614,44.5,0.5,18.75,0.83,12.0,0.0,0
1480,35.33,3.3,16.5,3.35,17.0,2.16,1
1481,35.33,2.49,14.67,2.05,10.5,3.2,1
1482,39.25,2.17,15.67,1.25,14.25,3.9,1
1483,38.75,3.49,11.0,3.94,19.0,1.58,1
1484,37.25,1.09,21.25,1.48,16.5,1.8,1
1485,36.5,2.29,14.5,2.5,2.5,0.5,1
1486,34.75,3.03,15.67,2.49,16.0,2.94,1
1487,26.0,7.52,14.0,1.58,15.5,5.02,1
1488,37.25,1.3,11.25,2.17,10.75,2.77,1
1489,41.5,0.5,14.5,5.59,18.67,2.62,1
1615,44.33,0.47,18.0,0.0,12.0,0.0,0
1616,44.25,0.83,18.25,0.43,11.5,0.5,0
1617,44.5,0.5,18.0,0.0,11.5,0.87,0
1618,44.5,0.5,18.0,0.0,10.25,0.83,0
1619,44.5,0.5,18.25,0.43,8.5,1.5,0
1490,36.0,4.24,19.25,3.83,15.75,3.9,1
1491,35.5,1.5,17.75,4.6,11.67,5.31,1
1492,34.5,2.69,16.33,4.64,16.33,3.86,1
1493,36.5,3.2,12.0,2.94,15.67,2.62,1
1494,39.67,0.47,13.0,3.08,13.33,0.94,1
1620,43.75,0.83,18.0,0.0,11.0,1.22,0
1621,44.0,0.71,16.0,1.0,8.25,2.05,0
1622,42.75,0.83,15.0,0.0,3.0,0.0,0
1623,41.75,0.43,15.67,0.47,13.0,2.16,0
1624,39.5,1.8,16.0,1.0,17.0,1.22,0
1495,41.5,0.87,13.5,4.15,16.75,3.27,1
1496,35.5,2.6,19.25,5.4,19.25,3.03,1
1497,36.25,0.43,16.33,3.68,10.67,5.44,1
1498,35.75,3.63,16.5,1.5,17.5,6.8,1
1499,34.0,1.41,11.67,0.94,12.75,5.12,1
1625,37.0,1.22,10.6,1.2,12.8,0.75,0
1626,33.75,1.3,5.0,4.0,15.0,2.12,0
1627,36.0,0.0,4.5,2.5,17.67,0.47,0
1628,37.0,1.0,16.5,3.2,14.5,1.8,0
1629,38.75,0.43,19.0,0.71,12.0,0.0,0
1630,39.5,0.5,12.0,2.16,11.0,3.16,0
1631,37.0,1.22,14.25,1.48,15.5,2.5,0
1632,37.0,1.41,18.0,0.0,18.67,0.94,0
1633,40.67,0.94,16.75,1.3,17.0,1.41,0
1634,41.75,0.43,10.5,1.5,12.5,1.66,0
1500,41.75,2.49,17.67,0.47,16.0,1.41,1
1501,40.75,2.95,15.33,4.92,16.25,3.49,1
1502,36.75,0.83,23.0,1.41,11.0,4.55,1
1503,32.5,4.09,14.5,3.04,14.25,6.76,1
1504,31.5,2.6,11.25,5.8,17.25,5.93,1
1505,37.5,1.5,10.33,3.86,11.0,4.32,1
1506,38.75,2.17,15.25,0.43,15.33,2.49,1
1507,41.33,1.7,15.0,2.24,13.33,5.79,1
1508,34.75,2.86,17.0,5.34,13.5,1.12,1
1509,36.0,2.12,13.0,5.43,15.0,6.48,1
1510,33.5,3.5,10.75,5.76,11.5,4.97,1
1511,37.0,1.41,12.33,2.05,11.75,6.72,1
1512,37.0,4.18,15.75,3.34,11.33,5.31,1
1513,35.25,1.3,18.75,2.86,13.0,3.39,1
1514,31.0,1.58,14.75,2.05,16.5,4.56,1
1515,36.67,0.94,17.0,0.82,12.5,4.39,1
1516,39.75,1.3,17.67,2.05,19.67,3.4,1
1517,34.75,4.55,14.25,1.3,16.33,3.09,1
1518,29.0,2.16,15.5,3.57,16.67,3.86,1
1519,36.75,2.49,14.25,2.86,14.5,2.5,1
1520,37.33,1.25,14.33,0.47,14.0,3.16,1
1521,34.0,2.55,13.5,5.59,10.75,4.26,1
1522,36.0,3.08,14.25,4.49,14.0,7.79,1
1523,33.5,4.92,14.75,2.86,13.5,4.03,1
1524,37.75,1.48,12.0,5.52,8.67,0.47,1
1525,39.25,2.17,16.5,4.5,19.75,1.79,1
1526,34.25,2.38,16.5,4.56,14.0,8.63,1
1527,32.5,5.17,14.0,7.25,15.33,9.98,1
1528,38.0,2.12,12.0,4.74,11.0,6.68,1
1529,40.25,2.05,18.0,2.12,19.0,1.22,1
1530,36.75,1.3,18.67,2.62,19.5,1.5,1
1531,35.0,1.41,17.0,3.67,10.33,1.25,1
1532,32.67,6.94,15.67,0.94,15.33,4.03,1
1533,36.0,0.0,10.0,2.83,8.33,4.99,1
1534,38.0,1.58,13.5,1.5,14.75,3.77,1
1635,42.25,0.43,8.5,2.69,15.75,0.83,0
1636,43.25,0.83,17.75,1.09,10.25,4.44,0
1637,43.33,0.47,19.0,0.82,6.0,3.94,0
1638,43.25,0.83,18.0,0.0,11.33,0.94,0
1639,43.25,0.83,17.75,0.43,8.5,1.12,0
1640,43.0,1.0,18.0,0.0,9.25,0.83,0
1641,42.25,0.43,18.0,0.0,10.0,1.63,0
1642,42.0,0.0,18.0,0.0,4.75,2.59,0
1643,42.0,0.0,18.0,0.0,2.0,0.82,0
1644,42.75,0.83,18.0,0.0,1.0,0.0,0
1535,39.0,3.54,15.25,4.76,19.0,3.39,1
1536,35.25,1.3,21.25,0.43,15.5,5.12,1
1537,34.5,4.97,15.0,2.12,16.0,8.03,1
1538,33.25,5.36,12.25,1.48,8.0,3.74,1
1539,40.25,1.48,12.33,3.77,13.33,1.25,1
1540,38.0,4.74,17.33,3.77,20.0,5.1,1
1541,35.0,1.41,19.75,3.27,18.67,1.7,1
1542,37.0,2.83,13.33,6.13,19.5,1.5,1
1543,32.25,4.92,11.0,5.1,15.75,2.59,1
1544,40.0,0.82,14.67,3.3,15.5,2.18,1
1645,43.75,0.43,18.0,0.0,7.0,0.0,0
1646,43.75,0.83,19.0,1.0,8.75,0.43,0
1647,43.67,0.47,18.75,0.43,10.0,1.41,0
1648,43.75,0.83,18.25,0.43,10.5,1.12,0
1649,44.33,0.47,18.0,0.0,10.25,0.83,0
1650,44.25,0.43,18.0,0.0,9.75,0.83,0
1651,44.5,0.5,18.25,0.43,10.25,0.83,0
1652,44.5,0.5,18.5,0.5,9.75,0.83,0
1653,43.5,0.5,18.25,0.43,7.33,0.94,0
1654,43.5,0.5,18.0,0.0,9.5,1.8,0
1655,43.5,0.5,18.0,0.0,10.75,0.43,0
1656,44.0,0.71,18.33,0.47,11.0,0.82,0
1657,43.5,0.5,18.25,0.43,11.5,0.87,0
1658,43.67,0.47,19.0,0.0,9.67,0.47,0
1659,43.5,0.5,18.0,0.0,11.5,0.5,0
1660,43.5,0.5,18.0,0.0,11.75,0.83,0
1661,43.5,0.5,18.0,0.0,10.75,0.83,0
1662,43.25,0.83,18.25,0.43,10.25,1.09,0
1663,43.33,0.47,18.0,0.0,9.33,0.47,0
1664,43.5,0.5,18.0,0.0,11.75,1.09,0
1545,38.0,4.9,13.25,4.02,17.5,3.77,1
1546,35.25,1.3,21.5,2.06,20.25,1.3,1
1547,32.67,4.71,16.67,1.7,18.75,2.28,1
1548,31.33,1.25,10.67,1.25,15.75,3.11,1
1549,38.5,3.35,16.75,3.49,16.0,2.94,1
1665,43.75,0.43,17.5,0.5,13.0,0.71,0
1666,44.5,0.87,15.33,0.94,14.33,0.94,0
1667,42.5,0.87,12.75,0.43,13.25,1.3,0
1668,41.33,0.47,15.5,0.5,13.0,1.41,0
1669,38.5,0.87,15.5,0.5,13.0,0.71,0
1550,39.5,2.18,18.25,2.86,16.75,2.95,1
1551,36.0,2.12,21.0,1.87,14.75,2.77,1
1552,35.5,1.5,16.75,3.7,15.75,5.07,1
1553,29.75,4.32,14.67,5.73,16.33,1.89,1
1554,40.25,2.49,13.67,2.62,14.0,0.82,1
1670,38.0,1.0,15.5,0.87,14.5,0.87,0
1671,36.67,0.94,16.67,1.25,12.75,0.83,0
1672,38.67,0.47,18.0,0.0,12.0,0.0,0
1673,41.25,0.43,16.5,1.12,9.5,2.6,0
1674,41.0,1.22,14.25,1.3,9.0,2.55,0
1555,40.0,4.0,10.0,6.68,14.0,2.94,1
1556,33.83,4.91,21.75,3.34,19.6,2.24,1
1557,33.0,3.0,22.67,1.25,14.67,0.47,1
1558,31.75,6.38,14.5,5.32,16.25,3.83,1
1559,41.25,2.17,13.75,4.6,12.0,6.28,1
1560,42.67,1.25,16.0,2.83,17.0,2.55,1
1561,37.0,1.73,16.75,5.67,18.33,2.05,1
1562,34.25,1.79,19.0,1.87,16.75,3.27,1
1563,27.0,7.65,13.5,4.15,18.0,3.54,1
1564,35.25,3.11,14.0,1.22,12.75,5.76,1
1565,42.0,0.0,19.5,2.06,15.0,3.0,1
1566,39.0,2.12,15.5,5.59,19.5,2.69,1
1567,34.75,1.79,19.5,1.5,17.25,6.3,1
1568,32.25,3.9,15.25,2.38,16.0,2.94,1
1569,29.25,3.9,19.0,0.0,18.67,2.05,1
1570,41.0,3.24,15.75,2.17,15.0,2.12,1
1571,40.5,4.5,14.25,4.97,19.5,4.97,1
1572,36.0,0.0,22.25,0.83,15.67,4.19,1
1573,34.4,4.8,16.25,1.92,13.8,4.12,1
1574,34.0,2.94,12.5,5.5,16.33,3.4,1
1575,38.0,2.16,14.67,2.49,11.25,1.3,1
1576,41.75,1.79,15.0,1.87,18.0,4.3,1
1577,31.33,4.19,17.67,5.79,17.0,4.06,1
1578,33.0,3.54,20.0,1.87,14.25,2.49,1
1579,33.25,4.97,13.75,2.49,15.25,2.05,1
1580,35.25,3.27,11.25,6.61,11.25,6.3,1
1581,42.75,1.92,17.5,2.69,16.75,4.02,1
1582,40.75,2.95,15.75,3.96,19.25,1.64,1
1583,34.0,1.73,19.75,0.83,16.75,6.8,1
1584,33.0,5.61,17.33,0.94,20.0,1.0,1
1675,39.5,0.87,10.0,2.0,10.25,1.3,0
1676,38.0,1.22,14.0,1.22,9.75,3.27,0
1677,37.0,0.71,7.0,2.83,15.25,1.48,0
1678,38.75,0.43,11.33,0.94,9.0,0.82,0
1679,37.5,1.12,12.0,0.0,13.75,1.79,0
1585,33.0,2.45,12.75,4.44,17.67,1.25,1
1586,39.25,2.17,14.5,4.56,12.75,2.59,1
1587,41.33,0.94,18.33,2.62,16.0,4.24,1
1588,37.25,1.3,16.25,8.23,19.5,1.12,1
1589,34.25,4.02,18.75,2.49,14.0,4.3,1
1680,36.33,0.47,11.25,1.3,14.67,1.25,0
1681,36.75,0.83,7.0,3.94,16.75,1.09,0
1682,37.75,1.3,16.0,0.71,12.5,2.29,0
1683,38.33,0.47,8.67,2.87,7.33,0.94,0
1684,38.75,0.43,15.75,2.59,3.75,0.83,0
1590,36.0,3.54,12.25,3.49,16.0,2.45,1
1591,39.0,2.12,14.5,3.04,10.75,3.77,1
1592,41.5,0.87,15.25,5.63,15.0,6.71,1
1593,36.0,4.24,18.25,2.77,14.25,5.8,1
1594,34.25,1.3,20.0,1.0,18.0,0.0,1
1685,39.0,0.0,19.0,0.71,11.0,4.36,0
1686,39.0,0.0,18.0,0.0,14.25,0.83,0
1687,41.5,0.5,18.0,0.0,11.0,1.87,0
1688,44.5,0.5,18.0,0.0,11.75,1.79,0
1689,45.0,0.0,18.0,0.0,13.67,0.94,0
1595,33.25,3.49,18.75,4.09,19.0,1.22,1
1596,37.33,1.25,12.5,2.5,18.0,2.45,1
1597,44.0,0.71,14.75,1.09,17.5,2.87,1
1598,36.75,4.97,8.5,1.5,17.33,4.03,1
1599,35.75,1.64,19.75,4.6,13.75,1.09,1
1690,45.0,0.0,18.25,0.43,14.0,0.71,0
1691,45.0,0.0,18.75,0.43,13.5,1.12,0
1692,45.0,0.0,18.25,0.43,14.0,1.22,0
1693,45.0,0.0,18.0,0.0,14.5,0.5,0
1694,45.0,0.0,18.0,0.0,13.25,1.3,0
1695,45.0,0.0,18.25,0.43,13.0,1.22,0
1696,45.0,0.0,18.25,0.43,12.75,0.83,0
1697,45.0,0.0,18.67,0.47,12.75,0.83,0
1698,45.0,0.0,18.25,0.43,13.0,0.71,0
1699,45.0,0.0,18.75,0.43,13.5,1.12,0
1700,45.0,0.0,18.75,0.43,14.0,1.0,0
