avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,activity
40,1,12,0,0,0,0
40,1,12,0,1,0,0
40,0.71,12,0,0,0,0
40,1,12,0,0,0,0
40,1,12,0,1,0,0
40.25,0.83,12,0,1.5,0.5,0
40.25,0.83,12,0,2,0.71,0
39.67,0.94,12.67,0.94,1.5,0.5,0
40,1,12,0,1.5,0.5,0
40.67,0.47,12,0,1,0,0
40.25,0.83,12,0,1.5,0.5,0
39.75,0.83,12,0,1.67,0.94,0
40.25,0.83,12,0,1.33,0.47,0
39.75,0.83,12,0,1.25,0.43,0
40.33,0.94,12,0,0,0,0
39.75,0.83,12.25,0.43,1.33,0.47,0
40,1,12.25,0.43,1,0,0
40.25,0.83,12.25,0.43,0,0,0
40,0.82,12,0,0,0,0
40.25,0.83,12.25,0.43,0,0,0
39.67,0.94,12,0,0,0,0
40,0.71,12.25,0.43,1.5,0.5,0
39.75,0.83,12,0,2.33,1.25,0
40.25,0.83,12.25,0.43,1.25,0.43,0
40,1,12.5,0.5,1,0,0
40,1,12,0,1.5,0.5,0
40.5,0.5,12,0,1,0,0
40.25,0.83,12,0,1,0,0
40.25,0.83,12,0,1,0,0
40,1,12,0,0,0,0
40,1,12,0,1,0,0
40,1,12,0,1.25,0.43,0
39.75,0.83,12,0,1.33,0.47,0
40.33,0.94,12,0,2,0,0
40.67,0.47,12,0,1,0,0
40,0.71,12,0,1,0,0
41,0,12,0,1,0,0
40,0.82,12,0,1,0,0
39.5,0.5,12,0,1,0,0
39.33,0.47,12,0,1,0,0
39.75,0.83,12,0,1,0,0
40,0.82,12,0,1,0,0
40,1,12,0,1,0,0
39.75,0.83,12,0,1.5,0.5,0
39.75,0.83,12,0,1.5,0.5,0
39.92,0.95,12,0,1,0,0
39.92,0.95,12,0,1,0,0
41,0,12,0,1,0,0
40.33,0.47,12,0,0,0,0
39.75,0.83,12,0,1,0,0
40,1,12,0,1,0,0
40,0.71,12,0,1,0,0
40,0.71,12,0,1,0,0
39.75,0.83,12.25,0.43,1,0,0
39.75,0.83,12,0,1,0,0
40,0.71,12,0,1,0,0
39.75,0.43,11.75,0.43,3.5,2.5,0
40,1,12,0,2.33,1.25,0
40.33,0.94,11.5,1.12,0,0,0
40.25,0.83,10.5,1.5,3.5,0.5,0
40,0.82,13.33,0.47,2.5,1.5,0
40,1,14.5,0.87,5,0.82,0
40.25,0.83,13,0,4,0.82,0
40.5,0.5,12.5,0.5,1,0,0
40.5,0.5,13.25,0.43,1,0,0
40.25,0.83,13.5,0.5,2,1.41,0
40.25,0.83,12.5,0.5,5.75,1.09,0
40,1,12.75,0.43,6.5,1.8,0
40.25,0.83,12,0,8.75,0.43,0
40,1,11.75,0.43,9.5,0.87,0
39.75,0.83,12,0,10,0,0
39.75,0.83,10.75,0.43,10.5,1.12,0
40.33,0.47,10.5,0.5,10.67,0.94,0
40,0.82,10,1.41,12.75,0.83,0
40.5,0.5,12,0,9.25,2.17,0
40,0.82,11,0.82,5.25,2.38,0
40.5,0.5,10.75,1.09,5.25,1.09,0
39.75,0.83,11.5,0.87,7.67,3.09,0
39.75,0.83,10.25,1.3,11.75,0.43,0
40,1,12,0,8.25,3.11,0
40,1,13,0.71,3,2,0
39.75,0.83,12,0,1,0,0
39.67,0.94,9.67,0.47,4,1.22,0
39.75,0.43,9,0.82,9,0,0
39.67,0.47,10.25,0.83,9.33,0.47,0
39.5,0.5,11,0.71,10,1.22,0
39.33,0.47,12,0,11.5,0.87,0
39.5,0.5,12,0,11.25,0.43,0
39.75,0.43,11,1.22,12,1.22,0
39.5,0.5,12,0,6.5,2.18,0
39.5,0.5,12,0,6,0.82,0
39.5,0.5,12,0,7,0.71,0
39.75,0.83,12,0,6.67,0.94,0
39.5,0.5,11,1.41,4.33,2.49,0
40,1,10,0.82,2,1,0
40,0.71,11.5,0.5,4.33,1.25,0
39.67,0.47,12,0,1,0,0
39.4,0.49,12,0,2.6,1.5,0
39.67,0.47,12,0,4,0,0
39.33,0.47,10,1.63,11,1.73,0
39.5,0.5,11.75,0.43,7.25,1.3,0
39.5,0.5,11.67,0.47,8,0.71,0
39.5,0.5,12,0,8.33,0.47,0
39.5,0.5,12,0,8.25,0.83,0
39.5,0.5,12,0,7.33,0.47,0
39.5,0.5,12,0,9.25,0.43,0
39.67,0.47,11.25,1.3,12.33,0.47,0
39.5,0.5,11.5,0.87,10,1.63,0
39.5,0.5,12,0,7.67,0.47,0
39.33,0.47,12,0,7.75,0.43,0
39.33,0.47,12,0,7,0.71,0
39.5,0.5,12,0,6.25,0.83,0
39.5,0.5,12,0,6,0.82,0
39.5,0.5,12.75,0.43,7,0,0
39.5,0.5,12.75,0.43,6,0,0
39.5,0.5,13,0,7,1,0
40,0,12.67,0.47,6,0.71,0
39.5,0.5,12.33,0.47,5.33,0.47,0
39.5,0.5,13,1.22,5.75,0.43,0
39.75,0.83,13,0.71,5.75,1.09,0
40,0.82,13,0,6.33,0.47,0
39.5,0.5,13.5,0.5,5.75,0.83,0
39.5,0.5,13,0,7.5,0.5,0
39.5,0.5,13,0.71,7.25,1.09,0
39.5,0.5,12,0,7.5,0.5,0
39.33,0.47,12,0,5.33,0.47,0
39.5,0.5,12,0,3.5,0.5,0
39.67,0.94,12,0,4.5,0.5,0
39.33,0.47,12,0,7.25,0.83,0
39.75,0.43,12,0,6.33,0.47,0
39.5,0.5,12,0,6.75,0.83,0
39.75,0.83,12,0,6.67,0.47,0
39.5,0.5,12,0,6.33,0.47,0
39.67,0.47,12,0,8,0.82,0
39.5,0.5,12,0,6,1.58,0
39.5,0.5,12.25,0.43,2.33,0.47,0
39.5,0.5,12.33,0.47,4,0,0
39.5,0.5,12,0,3.5,1.12,0
39.5,0.5,12,0,1,0,0
39.5,0.5,12,0,2.67,1.7,0
39.5,0.5,12,0,3.5,0.5,0
39.5,0.5,9.75,0.83,2,0.82,0
39.75,0.83,10.25,0.43,3.75,1.92,0
39.5,0.5,11.33,0.47,7.67,1.89,0
39.5,0.5,12,0,9.25,0.43,0
39.75,0.43,11,0.71,8.75,0.83,0
40,0.71,10.33,0.47,9,0,0
39.33,0.47,10.5,0.5,9.25,0.43,0
40,0.82,11,0,9,0.82,0
39.5,0.5,11.33,0.47,9.5,0.5,0
39.33,0.47,11,0,9,0,0
39.67,0.47,11.25,0.43,9.5,0.5,0
39.75,0.83,11.75,0.43,9.33,0.47,0
39.75,0.83,12,0,9.5,0.5,0
39.5,0.5,12,0,9.33,0.47,0
39.75,0.83,12,0,9,0.82,0
39.5,0.5,12,0,9,0.82,0
40,0.71,12,0,9.75,0.83,0
39.75,0.43,12,0,9.5,0.5,0
39.67,0.47,12,0,9.33,0.94,0
39.75,0.43,12,0,9,0,0
39.67,0.47,12,0,9,0,0
39.5,0.5,12.5,0.87,9,0.71,0
39.75,0.83,13,1.22,5,2.35,0
39.75,0.83,12,0.71,1,0,0
39.67,0.47,11.33,0.47,1,0,0
39.5,0.5,11,0,2,0.82,0
39.5,0.5,11.75,0.43,2,1,0
39.67,0.47,12,0,2,0.82,0
39.5,0.5,12,0,1,0,0
39.5,0.5,12,0,0,0,0
39.5,0.5,12,0,1,0,0
39.67,0.47,12.5,0.5,0,0,0
39.5,0.5,12,0,1.5,0.5,0
39.5,0.5,12,0,2.25,0.83,0
39.5,0.5,12,0,1.5,0.5,0
39.33,0.47,13,1.41,1,0,0
39.75,0.43,12,0,1,0,0
39.5,0.5,12,0,0,0,0
39.5,0.5,12.33,0.47,1.5,0.5,0
39.33,0.47,12,0,2,0,0
39.5,0.5,12,0,1,0,0
39.5,0.5,12,0,1.5,0.5,0
39.5,0.5,12,0,1,0,0
39.67,0.47,12,0,0,0,0
39.5,0.5,12.25,0.43,1,0,0
39.33,0.47,12,0,0,0,0
39.5,0.5,12,0,2,0.82,0
39.75,0.43,12.25,0.43,2.67,0.47,0
39.5,0.5,12.25,0.43,1.67,0.94,0
39.5,0.5,12.67,0.47,2,0,0
39.5,0.5,13,0,4,0,0
39.5,0.5,12,0,6.67,2.05,0
39.5,0.5,14.5,0.87,8.5,1.12,0
39.67,0.47,12.25,0.43,9,2,0
39.5,0.5,13,0.71,6,0,0
39.5,0.5,13,1.22,7.75,2.28,0
39,0,11.33,0.47,10,0.71,0
39.5,0.5,10.25,0.43,11,1.22,0
39.5,0.5,9,0,11.75,0.43,0
39.5,0.5,9.5,0.5,9.75,0.43,0
39.5,0.5,11.25,0.83,9.5,0.5,0
39.5,0.5,11.25,0.43,7.25,1.79,0
39.5,0.5,10.33,0.94,3.33,0.47,0
39.5,0.5,9,0,6.5,0.5,0
39.5,0.5,10.25,0.83,7,0.71,0
39.5,0.5,10.25,0.43,8.25,0.83,0
39.5,0.5,9.33,0.47,8.5,0.5,0
39.5,0.5,9.25,0.43,7.5,0.5,0
39.5,0.5,9.5,0.87,7.25,1.09,0
39.67,0.47,11.5,0.5,5,0,0
39.5,0.5,10.75,0.83,4.25,1.48,0
39.33,0.47,10.67,0.47,4.5,0.87,0
39.5,0.5,12,0,4.75,2.05,0
39.5,0.5,11.75,0.43,8.75,0.83,0
39.5,0.5,10.67,0.47,10,0.71,0
39.75,0.83,9.33,0.47,10.25,0.43,0
39.5,0.5,11.75,0.43,9.75,0.83,0
39.67,0.47,11.75,0.43,11,0.82,0
39.67,0.47,12,0,11,0,0
39.5,0.5,12,0,9,0,0
39.67,0.47,11.5,0.5,10.67,1.25,0
39.5,0.5,11.67,0.47,11.25,0.83,0
39.5,0.5,12,0,9.5,0.5,0
39.5,0.5,12,0,3.75,1.79,0
39.5,0.5,11.75,0.43,5.25,0.83,0
39.5,0.5,12,0,6.5,0.5,0
39.5,0.5,12,0,7.25,1.48,0
39.5,0.5,10.75,0.43,8,0.71,0
39.67,0.47,10,0,11,1,0
39.5,0.5,8.33,0.47,12,0.71,0
39.75,0.43,8.33,0.47,11.75,0.43,0
39.5,0.5,8.5,0.5,11.75,1.09,0
39.5,0.5,8.25,0.83,9.75,1.92,0
39.5,0.5,7.67,0.47,12.33,0.47,0
39.5,0.5,8,0.82,12.5,0.5,0
39.5,0.5,7,1,11.75,0.83,0
39.67,0.47,5,0.82,12.33,0.47,0
39.5,0.5,6.25,0.43,10.75,0.43,0
39.5,0.5,3.33,0.94,12.25,0.83,0
39.5,0.5,5.75,0.43,12.25,0.43,0
39.5,0.5,6.33,1.7,12.5,0.5,0
39.33,0.47,8,0,12.5,0.5,0
40,0,6,0.71,13.5,0.5,0
39.5,0.5,5.75,0.43,11.5,0.5,0
39.5,0.5,6,0,11.75,0.43,0
39.5,0.5,5.75,0.43,11.5,0.5,0
39.5,0.5,6.25,0.43,11.5,0.87,0
39.67,0.47,6,0,11.5,0.5,0
39.5,0.5,5.75,0.43,12,0.71,0
39.5,0.5,6,0,11.75,0.43,0
39.5,0.5,7,0,11.5,0.5,0
39.5,0.5,6.33,0.47,11.67,0.47,0
39.5,0.5,6.25,0.43,11.5,0.5,0
39.5,0.5,6.6,0.49,12.4,0.49,0
39.5,0.5,6.67,0.47,12.33,0.47,0
39.5,0.5,7,0.71,12.5,0.5,0
39.67,0.47,7.75,0.43,13,0.82,0
39.67,0.47,8,0,12.67,0.47,0
39.5,0.5,8.75,0.43,12.5,0.5,0
39.5,0.5,8.33,0.47,12.75,0.83,0
39.5,0.5,8,0.71,12.5,0.5,0
39.5,0.5,8.25,0.43,12.25,0.43,0
39.33,0.47,8.5,0.5,12.25,0.43,0
39.5,0.5,5,2.12,13.25,0.83,0
39.5,0.5,0,0,13.5,0.5,0
39.5,0.5,2.25,0.83,12.5,0.5,0
39.5,0.5,3.5,0.5,12.25,0.83,0
39.5,0.5,2,0,12.25,0.43,0
39.5,0.5,0,0,12,0,0
39.5,0.5,1.67,0.47,11.67,0.47,0
39.5,0.5,2.25,0.43,11.5,0.5,0
39.5,0.5,2.5,0.5,11.5,0.5,0
39.67,0.47,3,0,12.67,0.47,0
39.5,0.5,2.33,0.47,12.75,0.43,0
39.33,0.47,2,0,12.5,0.5,0
39.5,0.5,2,0,12.5,0.5,0
39.5,0.5,2.75,1.09,12.5,0.5,0
39.5,0.5,3.5,0.87,11.75,0.43,0
39.5,0.5,5.67,0.47,11,0,0
39.5,0.5,5.75,0.43,10.75,0.83,0
39.5,0.5,5,0,10.33,0.47,0
39.5,0.5,5.5,0.5,10.5,0.5,0
39.67,0.47,6.5,1.12,10.67,0.47,0
39.5,0.5,6.33,0.47,10.5,0.5,0
39.5,0.5,6.75,0.83,10.5,0.5,0
39.5,0.5,6.25,1.09,10.5,0.5,0
39.5,0.5,7,0.71,10.5,0.5,0
39.5,0.5,7,0.82,10,0,0
39.75,0.43,7.5,0.87,10,0,0
39.5,0.5,9.25,0.43,9.75,0.43,0
39.5,0.5,9.67,0.47,8,0.71,0
39.5,0.5,10.5,0.5,7.5,0.5,0
39.6,0.49,10.5,0.5,6,0.71,0
39.5,0.5,10.67,0.47,5.33,0.47,0
39.67,0.47,10.33,0.47,5.5,0.5,0
40,0,11.33,0.47,0,0,0
39.5,0.5,11,0,3.67,0.47,0
39.5,0.5,10,1,4.25,0.83,0
39.5,0.5,10,0.82,4,0,0
39.67,0.47,12,0,4.5,1.5,0
39.33,0.47,11.5,0.5,6.75,1.3,0
39.5,0.5,9,0,8.5,0.5,0
39.67,0.47,10,0.71,7.5,0.5,0
39.5,0.5,11.5,0.5,3.5,1.5,0
39.5,0.5,11.67,0.47,4.33,0.47,0
39.5,0.5,11.5,0.5,4.75,0.83,0
39.5,0.5,10.5,0.5,5.25,0.83,0
39.75,0.43,10,1,7,0.71,0
39.5,0.5,8.75,0.83,8.75,0.83,0
39.5,0.5,12,1.63,9.5,0.5,0
39.67,0.47,11.75,0.43,7,1.41,0
39.67,0.47,11.75,0.43,7,0,0
39.5,0.5,12,0,4.67,0.47,0
39.5,0.5,12.75,0.43,2.33,0.94,0
39.5,0.5,12,0,6.67,2.36,0
39.33,0.47,12.33,0.47,10,1,0
39.5,0.5,13.75,0.83,9.75,0.43,0
39.5,0.5,14,0,9.75,1.09,0
39.5,0.5,13.25,0.43,6,0.82,0
39.5,0.5,14.25,0.43,8,1.22,0
39.5,0.5,14,0,8.5,0.5,0
39.5,0.5,15,0,8,0.71,0
39.67,0.47,15,0,8.67,0.47,0
39.33,0.47,14.67,0.47,7.5,0.87,0
39.5,0.5,13.5,0.5,6.25,0.43,0
39.5,0.5,13.25,0.43,2.33,0.94,0
39.5,0.5,12.25,0.43,1.5,0.5,0
39.5,0.5,13.25,0.43,2,1.41,0
39.33,0.47,13,0.82,3.67,1.25,0
39.5,0.5,13.25,0.43,3.33,1.7,0
39.5,0.5,12,0,6.75,1.48,0
39.5,0.5,12,0,6,1.63,0
39.5,0.5,12,0,6.5,1.66,0
39.5,0.5,12,0,7.25,0.43,0
39.67,0.47,12,0,8.67,0.47,0
39.5,0.5,12,0,9.5,0.5,0
39.5,0.5,12,0,9,0.71,0
39.33,0.47,12,0,9.5,0.5,0
39.5,0.5,11.25,0.83,7.75,1.3,0
39.5,0.5,12,0,6.5,0.87,0
39.5,0.5,12,0,2.5,1.12,0
39.5,0.5,12,0,3,0.71,0
39.5,0.5,12,0,2,0.82,0
39.5,0.5,12,0,6.25,0.43,0
39.5,0.5,12,0,6.25,0.83,0
39.67,0.47,12,0,5.67,0.47,0
39.5,0.5,12,0,6.25,0.43,0
39.5,0.5,13,0,4.25,1.3,0
39.67,0.47,12.25,0.43,4.67,1.7,0
39.33,0.47,12.33,0.47,6.75,0.83,0
39.5,0.5,12,0,7.5,1.12,0
39.5,0.5,12,0,6.67,1.25,0
39.5,0.5,12.25,0.43,6.33,0.94,0
39.5,0.5,12.33,0.47,6,0.82,0
39.5,0.5,12,0,5.67,0.94,0
39.5,0.5,12,0,5.67,0.94,0
39.5,0.5,12,0,6,0.82,0
39.5,0.5,12.33,0.47,7.67,0.47,0
40,0,12,0,10,0,0
39.5,0.5,13.5,0.5,7,1.41,0
39.67,0.47,13,1,5.33,2.62,0
39.67,0.47,12,0,10,0,0
39.5,0.5,12,1.22,7.75,2.86,0
39.67,0.47,11.5,0.87,1,0,0
39.33,0.47,8,0.82,6,0.71,0
39.33,0.47,10.67,0.94,4,0.71,0
39.5,0.5,7.75,0.83,4.5,1.5,0
39.5,0.5,8.75,0.43,1.67,0.94,0
39.5,0.5,9,0,3.25,1.09,0
39.5,0.5,9,0,2.75,0.83,0
39.5,0.5,9,0,1.75,0.83,0
39.5,0.5,9.5,0.87,2,0,0
39.5,0.5,10.75,0.43,0,0,0
39.5,0.5,11.67,0.47,3.5,0.5,0
39.5,0.5,10.25,0.43,1,0,0
39.5,0.5,10.25,0.43,1,0,0
39.67,0.47,10.5,0.5,2,0,0
39,0,11,0,2.5,1.5,0
39.33,0.47,11.33,0.47,5.25,1.48,0
39.67,0.47,10.75,1.3,6,1,0
39.67,0.47,11.25,0.83,2,0,0
39.75,0.43,11.25,0.83,7.25,0.43,0
39.5,0.5,12,0,5.75,1.3,0
39.5,0.5,11.75,0.43,5.67,0.47,0
39.5,0.5,12,0,5,0.82,0
39.5,0.5,12,0,4.67,1.25,0
40,0,11.75,0.43,5,0,0
39.5,0.5,12,0,3.5,1.5,0
39.75,0.83,11.25,0.83,4,1.22,0
39.5,0.5,11.75,0.43,4.5,0.5,0
39.33,0.47,12,0,2,1,0
39.5,0.5,12,0,3.5,1.12,0
39.5,0.5,11.75,0.43,4.25,1.09,0
39.5,0.5,12,0,5.25,0.43,0
39.67,0.47,11.5,0.5,3.5,0.5,0
39.5,0.5,12,0,3.75,0.43,0
39.5,0.5,12,0,3,0.71,0
39.5,0.5,12,0,3.5,1.12,0
39.5,0.5,12,0,4,0.71,0
39.5,0.5,12,0,4.25,0.83,0
39.67,0.47,11.75,0.43,3,0,0
39.5,0.5,11.75,0.43,5.25,0.83,0
39.67,0.47,11.5,0.5,6,0,0
39.5,0.5,11.75,0.43,6,0.71,0
40,0.71,11.5,0.87,6,0.71,0
39.67,0.47,12,0,5,0,0
39.5,0.5,11.5,0.87,5.33,0.47,0
39.5,0.5,11.5,0.5,6,1,0
39.33,0.47,11,0.82,4,0.82,0
39.5,0.5,10.5,0.87,4.5,0.5,0
39.5,0.5,9.5,0.5,8.75,2.77,0
39.5,0.5,7.75,2.49,7.75,3.49,0
39.5,0.5,7,2.45,9,0,0
39.5,0.5,6.75,1.3,4.25,2.59,0
39.5,0.5,9,0,3.67,0.94,0
39.67,0.47,6,0.82,3,0,0
39.5,0.5,5.67,1.25,9.67,1.89,0
39.5,0.5,7.5,0.87,11.25,0.83,0
39.5,0.5,8.25,0.83,9.75,0.43,0
39.33,0.47,8.25,0.43,12,0,0
39.67,0.47,9.25,0.43,11.33,0.94,0
39.5,0.5,9,0,11,1,0
39.5,0.5,9,0,10,1,0
39.75,0.43,9.75,0.43,9.25,0.83,0
39.33,0.47,6.33,0.47,10,1.58,0
39.5,0.5,7,1.63,11,2.94,0
39.5,0.5,7.75,0.83,12.5,0.5,0
39.5,0.5,7,0,12.33,0.47,0
39.5,0.5,8.5,0.87,12.75,0.83,0
39.5,0.5,8.25,0.83,13.25,0.83,0
39.67,0.47,6,0,13.5,0.5,0
39.5,0.5,7.6,0.49,13.5,1.12,0
39.5,0.5,8.33,0.47,14.33,0.47,0
39.5,0.5,8.5,0.5,14.5,0.5,0
39.67,0.47,8.75,0.43,14.67,0.47,0
39.67,0.47,8.75,0.43,14.67,0.47,0
39.33,0.47,8,0.82,14.25,0.43,0
39.67,0.47,7.5,0.5,13.67,1.25,0
39.33,0.47,9,0,13.5,0.5,0
39.8,0.75,8.4,0.49,13.25,0.83,0
39.33,0.47,7.67,0.47,13.75,0.83,0
39.5,0.5,8.5,0.5,13.75,1.3,0
39.5,0.5,6.75,1.48,13.75,1.09,0
39.5,0.5,1.5,0.5,14.25,0.43,0
39.5,0.5,1,0,12.25,0.43,0
39.5,0.5,2,0,11,0.82,0
39.5,0.5,4,1.58,9.25,0.83,0
39.5,0.5,6,0,8,1,0
39.67,0.47,6.25,0.43,9.33,0.47,0
39.67,0.47,6.5,1.12,9.33,1.25,0
39.5,0.5,8.5,0.5,11.25,0.83,0
39.5,0.5,8,0,11.67,0.47,0
39.5,0.5,5.75,0.43,12,0,0
39.67,0.47,4.75,0.83,11.67,0.47,0
39.33,0.47,7,0.82,11.5,0.5,0
39.5,0.5,7,0,8.5,0.5,0
39.5,0.5,6,0.71,8.25,1.79,0
39.75,0.43,4.75,0.83,9.75,0.83,0
39.5,0.5,6.75,0.43,10.5,1.12,0
39.5,0.5,6.5,0.87,11.5,0.5,0
39.67,0.47,5.5,0.5,12,0,0
39.5,0.5,5.5,0.87,10,0.71,0
39.5,0.5,5.67,1.25,9.33,0.47,0
39.5,0.5,6.25,0.43,7.5,0.5,0
39.5,0.5,6.5,0.5,7.75,0.83,0
39.5,0.5,9,0,9.33,0.47,0
39.67,0.47,8,0.71,10,0.82,0
39.5,0.5,8,1.58,11.25,0.83,0
39.67,0.47,8.5,0.5,11,0.82,0
39.33,0.47,9.33,0.47,10.75,1.09,0
39.67,0.47,8.25,0.83,11.67,0.47,0
39.5,0.5,5.5,1.12,9,0.71,0
39.5,0.5,5.33,2.05,8.33,0.94,0
39.5,0.5,7,0.82,10.33,1.25,0
39.5,0.5,8.5,0.87,11,1.22,0
39.5,0.5,8,0.82,9.67,0.94,0
39.5,0.5,7,0.82,9.75,0.83,0
39.67,0.47,8.25,0.83,9.67,0.47,0
39.5,0.5,9,0,9.25,0.43,0
39.67,0.47,9,1,7.75,0.43,0
39.5,0.5,8.75,0.43,8,0.71,0
39.67,0.47,8.5,0.87,9.67,0.47,0
39.5,0.5,10.5,0.87,10.25,0.83,0
39.5,0.5,9.5,0.5,10.5,0.5,0
39.5,0.5,8.75,0.43,10.75,0.43,0
39.5,0.5,9,0,9.75,0.43,0
39.5,0.5,9,0,9.5,0.5,0
39.5,0.5,7.5,0.5,10.25,0.83,0
39.33,0.47,8.33,0.47,10.25,0.43,0
39.5,0.5,9,0,9.5,0.5,0
39.5,0.5,8.5,0.5,9.5,0.5,0
39.5,0.5,9,0,9.25,0.43,0
39.5,0.5,8.75,0.43,9.25,0.43,0
39.5,0.5,9,0,9,0,0
39.5,0.5,9,0,9.25,0.43,0
39.67,0.47,8.25,0.83,9.67,0.47,0
39.33,0.47,9,0,9.5,0.5,0
39.5,0.5,8.75,0.43,9.75,0.43,0
39.5,0.5,8.67,0.47,10,0.82,0
39.5,0.5,8.25,0.83,9.75,0.83,0
39.5,0.5,8.5,0.87,9.5,0.5,0
39.5,0.5,8.5,0.87,9.5,0.5,0
40,0,8.25,0.43,11,0,0
39.5,0.5,8.25,0.83,9.75,0.83,0
39.75,0.43,6.75,0.43,11,1,0
39.5,0.5,7,0.82,11.33,0.47,0
39.5,0.5,7.33,0.94,11.33,0.47,0
39.5,0.5,7,1,11.5,0.5,0
39.67,0.47,7.5,1.12,11.67,0.47,0
39.5,0.5,7.5,1.12,11.75,0.43,0
39.5,0.5,8.25,1.3,11.25,0.83,0
39.33,0.47,8.33,0.47,10.75,0.43,0
39.5,0.5,9.75,0.43,10.75,0.83,0
39.5,0.5,9.25,0.43,10.75,0.43,0
39.5,0.5,9.5,0.5,11.25,0.83,0
39.5,0.5,9.75,0.43,11.5,0.5,0
39.5,0.5,9.33,0.47,11.33,0.47,0
39.5,0.5,9.25,0.43,11.5,0.5,0
39.5,0.5,9,0,11.5,0.5,0
39.5,0.5,9,0,11.5,0.5,0
39.5,0.5,9,0,11.5,0.5,0
39.5,0.5,9,0,11.75,0.43,0
39.5,0.5,9.25,0.43,11.75,0.43,0
39.5,0.5,8.75,0.43,12,0,0
39.67,0.47,8.75,0.43,12,0,0
39.5,0.5,9,0,12,0,0
39.67,0.47,9,0,12,0,0
39.5,0.5,8.75,0.43,12,0,0
39.33,0.47,8.67,0.47,12,0,0
39.67,0.47,8.75,0.43,12,0,0
39.5,0.5,8.25,0.43,12,0,0
39.5,0.5,8.5,0.5,12,0,0
39.5,0.5,9,0,12,0,0
39.5,0.5,9,0,12,0,0
39.67,0.47,8,0.82,12,0,0
39.5,0.5,8.25,0.83,12,0,0
39.5,0.5,8.5,0.5,12,0,0
39.33,0.47,9.33,0.47,12,0,0
39.67,0.47,8,1.22,12,0,0
39.5,0.5,8.25,0.83,11.75,0.43,0
39.5,0.5,7.75,0.43,12,0,0
39.33,0.47,8,1.41,12,0,0
39.5,0.5,7.25,1.3,12,0,0
39.67,0.47,6.5,0.87,11.33,0.47,0
39.67,0.47,7,1,11.67,0.47,0
39.5,0.5,7.25,0.83,11.5,0.5,0
39.5,0.5,6.75,0.83,11.75,0.43,0
39.5,0.5,6.5,1.12,12.75,0.83,0
39.5,0.5,8,1.73,12.75,0.43,0
39.67,0.47,9,0,13.33,0.94,0
39.67,0.47,9,0,12.67,0.47,0
39.5,0.5,9,0,12.67,0.94,0
39.67,0.47,8.5,0.5,12.67,0.47,0
40,0,8,1,14.5,0.5,0
39.33,0.47,9,0,13.25,0.83,0
39.5,0.5,9,0,13.33,0.94,0
39.5,0.5,8.25,0.83,12.75,0.83,0
39.5,0.5,6.25,1.3,14.25,0.83,0
39.67,0.47,4.25,1.3,13.67,0.94,0
39.67,0.47,5.5,0.5,12.67,0.47,0
39.5,0.5,6.33,0.47,11.67,0.47,0
39.5,0.5,5.75,0.43,10,1.22,0
39.67,0.47,3.5,0.5,8.67,0.47,0
39.5,0.5,0,0,9.5,1.12,0
39.67,0.47,8.5,0.5,12.33,1.25,0
39.33,0.47,7.67,0.47,14.5,0.87,0
39.5,0.5,8.5,0.5,13.75,0.83,0
39.5,0.5,7,1,12.33,0.47,0
39.5,0.5,6.5,1.12,12.75,1.48,0
39.5,0.5,9,0.71,13.75,0.83,0
39.5,0.5,8.75,0.43,13.5,0.5,0
39.5,0.5,5.25,2.28,12.75,0.83,0
39.33,0.47,0,0,12,0,0
39.5,0.5,6.67,1.7,12.75,0.83,0
40,0,8,1,14,0.82,0
39.33,0.47,7,2,12,0,0
40.33,0.47,7,4,10,1.63,0
39.67,0.47,8.25,0.83,12,1.63,0
39.75,0.83,8.5,1.8,13.25,1.09,0
39.75,0.83,9.25,2.77,12.25,1.09,0
39.5,0.5,7.75,1.48,12,2.12,0
39.67,0.47,8,1,11,0.82,0
39.67,0.47,5.67,0.94,10.5,0.5,0
39.5,0.5,3.75,0.83,11.75,0.43,0
40,0.82,6.67,0.47,11.5,0.5,0
40,0.82,5.5,0.5,12.33,0.47,0
39.5,0.5,4,0.71,12,0,0
39.33,0.47,4,2.16,12,0,0
40,0.82,5.75,0.43,11.33,1.7,0
39.5,0.5,8,0.71,10.25,0.83,0
39.5,0.5,9.25,0.43,10.25,0.83,0
39.67,0.47,10,0,10.33,0.94,0
39.5,0.5,10,0.71,10,0.71,0
39.75,0.43,9,0,9.5,0.5,0
39.5,0.5,9,0,9,0,0
39.5,0.5,9,0,9,0,0
39.75,0.83,9.5,0.5,8.75,0.43,0
39.5,0.5,9.75,0.43,9,0,0
39.67,0.47,9,0,11.33,0.47,0
39.67,0.47,7.75,0.43,12,0,0
39.5,0.5,6,0,12.33,0.47,0
39.5,0.5,6.25,0.43,12,0,0
39.33,0.47,7,0,12.25,0.43,0
39.67,0.47,6,0,13,1,0
39.5,0.5,4.67,0.94,13,0.82,0
39.5,0.5,4.5,0.5,13.5,1.12,0
39.75,0.43,3.75,0.83,14.25,0.83,0
39.5,0.5,3,0,15,0,0
39.5,0.5,3,0.82,14.75,0.43,0
40,0,6.25,0.43,14,1.41,0
39.75,0.83,7.25,0.43,12.5,0.5,0
39.33,0.47,8,0.82,12,0,0
39.5,0.5,7.5,0.87,12,0,0
39.5,0.5,7.5,1.12,12.75,0.83,0
