avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,activity
37.75,2.49,15.25,1.79,17.25,3.34,1
33,3,18,2.74,18.25,3.9,1
37.67,4.19,21.67,1.7,17,0.82,1
19,7,17.67,1.25,20,2.83,1
38,1.58,16,1.22,21,1.41,1
41.5,1.12,19.25,1.3,14.25,3.9,1
36.5,1.5,19.25,3.77,17.25,3.9,1
33,3.67,17.25,4.66,13.67,5.79,1
32.25,7.15,16,5.1,18.67,3.09,1
36,3.08,14,2.74,16.5,4.39,1
43.5,1.5,17.5,2.06,13.75,3.49,1
36,3.67,19.75,2.05,21.5,2.18,1
31.75,1.09,20.67,1.89,14,3.74,1
37.67,5.44,18.5,1.5,13,4.55,1
34.67,5.44,17,1,15.25,4.44,1
40.5,1.12,17.75,2.38,17.5,1.5,1
39.33,2.36,15,4.24,13.5,3.2,1
33,2.45,20.25,1.92,18.67,0.47,1
31.5,5.59,19,4.97,19.5,0.5,1
34.5,4.72,14,5.89,16,4.58,1
39,1.58,14.67,3.68,19.5,1.5,1
41.5,0.87,17,3.24,17.25,4.66,1
36.75,2.49,18.25,1.79,20.75,0.43,1
30.5,0.5,19.75,1.09,17.25,3.9,1
34.25,3.49,16,4,16.5,4.72,1
38.25,1.3,10.5,4.5,14,1,1
40.5,1.5,17.25,3.27,13.25,3.7,1
36.67,0.94,18,3.67,17,3.74,1
33,0,23.33,0.94,18,3.54,1
35,5.48,16.25,2.68,17.75,1.92,1
35.5,2.06,17.25,2.86,16.75,4.76,1
41.5,1.8,19.25,1.48,14,2.74,1
40.5,5.02,16.33,2.62,13,2.12,1
33,3,22,1.22,17.33,2.62,1
34.25,5.89,18.25,5.58,15.25,2.17,1
30.75,10.85,15.25,1.09,15,6.04,1
40.75,1.64,17,1.41,8.67,4.71,1
42.67,0.94,17,1.41,13.5,5.89,1
36.75,3.27,18.5,4.5,21.75,1.48,1
34.5,1.5,22.75,1.3,16,1,1
34.33,5.44,19,1.73,14,1.22,1
32.33,2.62,15,2.45,13.75,4.71,1
36.33,2.49,18.33,2.49,14.67,4.92,1
41,1.41,16.75,1.79,16.5,2.6,1
35.75,3.9,19,2.12,17.75,2.49,1
32.75,3.83,16.75,3.49,13.75,2.95,1
32,6.78,18,4.24,15.33,4.03,1
35,1,12,0,18.75,3.11,1
41.33,1.7,15.25,3.56,18,2.45,1
39,2.24,16,3.74,17.5,4.5,1
34.25,2.17,17.75,2.77,18.5,3.57,1
36.5,2.87,19,4.95,14,2.35,1
34.5,1.5,16.5,5.55,19.25,3.49,1
38.75,3.49,20,1.58,15.33,2.87,1
42.75,1.92,17.25,5.93,20.25,1.48,1
35.75,3.9,20,1.22,15.5,3.57,1
34,1.73,19.67,1.7,18.33,2.05,1
38.67,2.49,15,4.06,16,4,1
29,6.16,11,3.74,16.25,2.38,1
37,1.87,16.75,3.56,11.5,2.5,1
42.5,1.12,18.5,1.8,14.5,2.06,1
35.75,3.9,22.5,1.5,20.75,3.96,1
35.25,1.3,17.75,6.57,15.75,1.92,1
30.5,5.41,12.25,2.86,15,5.2,1
36,2.35,10.25,1.79,17.25,3.27,1
41.75,1.79,16.5,3.35,15,1.58,1
40,2.74,16,1.41,16.67,3.4,1
36,2.45,17.25,3.49,20.33,1.7,1
35.5,3.5,17,4.24,11.67,5.31,1
34.25,5.21,15.25,4.09,17.25,3.27,1
37,2.92,16.5,2.69,13.33,5.79,1
42.75,0.83,17.25,1.48,14,6.36,1
36.75,2.49,22.75,2.17,19,5.96,1
34.25,2.17,18.75,2.28,13.25,4.92,1
33.5,5.59,13.25,2.59,17.25,2.86,1
38.25,2.28,17,4.06,14.25,2.49,1
42.75,0.83,21,2.16,17.33,4.03,1
37.5,2.69,20,4.69,18,2.55,1
33.33,1.89,19.75,1.3,17.67,2.05,1
33.25,7.36,16.75,4.09,15.75,3.56,1
36,0,13,3.56,18,3.08,1
40.25,1.92,20.5,0.87,17.33,0.47,1
38.5,3.35,20,2.24,18.5,2.06,1
36.25,0.43,17.75,2.95,16.75,5.07,1
36,3.67,18,2.55,15.25,3.63,1
36,5.2,12,1.63,3,0,1
42,1.22,18.25,0.43,17.75,2.17,1
39.5,5.68,18.33,2.49,18.33,2.05,1
34.25,2.38,18.75,2.49,19.75,1.3,1
33,3.67,19.75,2.95,16,2.74,1
32.75,4.32,15.25,4.09,15,3,1
37.33,1.25,18.75,5.36,15.33,2.36,1
42,1.63,21.67,0.94,12.75,1.48,1
33.75,4.82,19,1,16.6,3.5,1
35,1.41,16.5,1.66,20.33,3.86,1
35.4,2.24,13.25,4.44,12.8,2.32,1
32.75,3.7,19,3.24,10.5,3.2,1
39,2.45,19.75,4.6,10.5,1.5,1
40.75,1.09,19,2.45,13.75,3.77,1
32.33,3.3,18.33,2.36,17.5,3.35,1
33,0,16.67,3.3,16.75,3.63,1
31.5,6.34,17.25,3.7,11,5.24,1
36,2.12,19.5,2.29,11.5,5.41,1
40.5,1.12,18.5,1.12,16.5,2.6,1
39,3.67,16.75,4.32,21,1.87,1
33.5,2.18,20,1.22,16.5,5.02,1
33.25,8.41,20.5,2.06,15.5,3.28,1
35.75,1.79,17,4.32,13,3.74,1
40.75,1.48,22.33,0.94,6,0,1
39,5.2,16.5,3.2,16.5,3.2,1
36,0,22.25,1.09,15,4.12,1
35.25,2.49,24,0,14,7.31,1
35.5,3.5,19.25,4.26,15.25,4.44,1
37.5,2.6,16.25,6.02,11.5,4.03,1
42.5,1.8,19.5,1.12,13,1.73,1
36.67,4.11,19,3.67,20.67,2.05,1
34.25,1.79,19.25,2.59,16.5,4.72,1
35.67,6.13,18.33,0.47,14.25,3.96,1
36.33,0.47,12.67,6.94,16.5,2.06,1
42.67,0.94,20.67,0.47,14.25,2.86,1
39,6.52,20.25,1.3,16,3.54,1
34.25,1.79,23.5,0.87,13,4.74,1
35.25,3.11,21.25,1.79,17.75,2.49,1
29,7.84,11.33,3.4,12.67,1.7,1
38.5,1.8,19.75,2.77,14,2.12,1
40.75,1.09,17.75,0.43,11.25,6.34,1
36,2.12,19.25,2.77,22,1,1
34.25,2.17,23.25,0.83,19.5,2.6,1
38.67,4.03,23,0.82,17,4,1
31.4,6.62,16.8,3.06,11.5,2.99,1
40.25,1.3,21.33,0.47,12,0,1
33.67,3.77,20.25,2.77,20.67,2.05,1
35,1.41,24,0,19.33,1.25,1
34.33,3.4,15.33,4.92,13.5,6.87,1
30.25,7.36,15.33,4.92,14,2,1
39.75,2.49,18.25,2.17,15.75,2.49,1
39.75,3.96,16.67,1.89,18.75,4.97,1
33.75,2.49,23.5,0.87,20.25,1.3,1
34.75,4.82,19.75,1.79,14.5,1.5,1
32.25,7.69,14.33,0.94,10.33,6.13,1
41.25,1.3,15,3.67,16.5,4.5,1
42.67,1.7,14.75,2.38,14.67,4.5,1
34,2.74,21.5,2.29,16.75,4.6,1
34.67,1.89,19.33,4.11,12,2.24,1
35,4.06,12.25,3.9,12.25,2.68,1
36.75,1.3,14,6.12,6.67,5.91,1
43,1.58,18.5,2.29,11,4.64,1
34.5,5.02,17.5,4.97,15,5.72,1
35.33,1.7,20.33,1.7,15,6,1
33.25,5.89,15.5,6.8,17.6,2.33,1
35.25,3.11,16.25,1.3,15.75,2.49,1
41.75,1.79,22.67,1.89,14.33,1.7,1
39.5,5.55,20,4.06,19,1.22,1
35.25,1.3,19.75,4.32,16.25,3.42,1
34.33,3.4,22.5,1.5,20.33,0.47,1
33.25,5.97,16.5,5.32,14.5,3.2,1
39.75,2.49,16.5,1.66,15.25,1.79,1
42.5,0.87,19.5,1.5,17.5,2.5,1
37.33,1.89,18.33,4.5,18.5,4.33,1
36,2.12,22.25,2.49,14.5,5.77,1
37.75,2.05,19,0.82,10.5,5.72,1
35.5,3.91,11.75,3.9,10,2.92,1
41.75,1.79,17.25,2.49,18.25,2.17,1
39.75,4.49,17.75,2.95,18.75,2.49,1
36,0,23.25,1.3,15.5,5.68,1
36,2.12,20,1.73,18.5,2.29,1
32.75,3.27,9.67,2.62,9.5,4.5,1
39.25,0.83,15.67,2.62,12,4.24,1
41.25,0.83,20.25,0.83,18.75,1.48,1
36.67,0.47,21.5,2.87,20.67,0.47,1
35.25,3.27,20,4.74,15.5,4.82,1
30.33,4.03,14.67,2.49,10.25,5.4,1
38,2.12,20.25,1.3,18.33,1.89,1
43,1.58,17.75,4.09,14,5.72,1
35.25,4.44,18.5,5.12,13.33,3.09,1
34.5,1.5,23.75,0.43,16,4.32,1
33.75,1.92,15.67,2.87,20,0.82,1
36,3,11.75,6.02,15.5,1.66,1
43.33,1.7,19.25,1.09,19.67,1.89,1
36.25,4.92,16.25,4.97,16.5,1.12,1
33.75,1.3,24.5,0.87,17.5,2.29,1
35.33,7.41,17.67,2.87,20,1.22,1
35,5.34,17.67,0.47,14,1.41,1
38.5,1.12,14.5,2.5,15,2.16,1
36,2.12,18,4.3,21.33,2.05,1
34.5,1.5,19.75,3.63,17,5.05,1
30.5,6.87,14,5.52,15.5,2.69,1
36,0,12.75,3.56,8.75,2.95,1
39.75,1.3,17.75,1.92,10.5,2.5,1
38.25,4.82,13.75,3.03,19,2.55,1
34.5,1.5,24,1,13.75,4.02,1
34,4.74,20.75,2.28,15,2.24,1
36.25,2.17,16.5,3.2,13.25,3.63,1
42,2.12,17.33,0.94,9.67,1.25,1
40,4.85,16,2,17.33,2.62,1
35.25,1.3,24,0,15.75,4.82,1
39.33,2.36,22,2.45,19,1.41,1
31.25,7.56,11.5,4.15,13.25,5.31,1
39,2.24,16.25,1.09,18.25,1.79,1
37.75,1.79,14.75,5.85,15.75,5.12,1
35.67,0.47,25.33,1.25,10.5,6.42,1
34,4.74,22,1.22,19.75,1.92,1
36,2.55,11.67,1.25,17.5,2.87,1
41.25,1.3,15.25,2.95,14.75,2.68,1
39,4.06,17.5,4.33,18.75,5.12,1
36,0,24,2.12,13.25,4.92,1
32.5,4.5,17.5,4.5,18.5,2.18,1
32.5,4.61,12.67,5.73,12.5,1.5,1
40.75,1.64,8.33,3.3,6,5,1
39.67,2.87,19,1.63,15,2.12,1
35.5,1.5,18.75,3.77,18.5,4.15,1
34,1.41,24,0,7.67,5.25,1
33,6.52,19.33,2.05,18.5,3.84,1
38.67,0.47,14.33,0.94,18.5,2.29,1
42,1.41,15.5,4.82,16.25,2.95,1
34.75,4.76,13.75,7.46,15.75,2.28,1
36,0,19.75,3.03,14.5,4.97,1
34.25,6.61,17,3.16,15.5,2.6,1
37,2.35,18.25,2.05,14,1.22,1
41.75,0.43,18.75,1.3,16.5,4.5,1
39,3.67,14.5,2.5,22,1.41,1
34.75,1.3,27.67,0.94,9.67,5.44,1
32.75,2.17,22.75,3.42,18.5,2.06,1
28,6.16,19.25,1.92,14.67,4.19,1
40,2.83,15.33,6.65,16,1.22,1
42.67,1.25,17.67,4.03,18.67,0.94,1
35.25,4.44,22.25,1.92,12.25,6.18,1
35.75,0.43,22,1.22,13.67,3.3,1
35,5.43,18.25,2.38,8.5,5.22,1
34.75,4.09,15,3,9.25,4.97,1
41.25,1.3,18,0,12.75,5.36,1
39,4.95,14.75,1.92,16.5,1.12,1
34,2.12,23.67,0.47,17.67,1.25,1
36.33,4.5,20.75,1.79,17.67,3.4,1
33.25,4.15,14.75,2.95,14,2.12,1
40,1.22,19.25,1.48,14,1.41,1
37.5,1.5,16.67,1.25,16.75,3.7,1
36.5,0.87,21.75,2.49,19,4.85,1
34.25,1.3,23.25,0.83,15.5,3.57,1
30,4.95,15,2.94,13.67,1.7,1
37.75,1.79,19.25,1.09,12.75,1.3,1
40.67,1.25,18.33,1.25,14.5,7.89,1
36.5,0.87,19.75,3.03,18.75,2.49,1
36.75,1.3,15.33,0.47,16,0.82,1
32,7.45,20,2,14.5,0.5,1
39,2.12,14.5,2.6,17,5.15,1
42.75,2.28,12,3.67,14.67,2.05,1
34.25,4.6,11.5,0.87,17,4.06,1
34.25,1.79,19.75,2.95,16.25,2.38,1
33.75,5.12,15.25,1.92,14.25,1.92,1
36.67,0.94,14.5,2.18,15.33,2.49,1
39.5,1.5,15.5,2.29,13.33,1.89,1
39.25,0.43,12.67,1.7,19.5,1.66,1
34.33,2.36,16,2.94,19.25,4.44,1
35.25,1.3,25.25,1.09,14,2.12,1
32.75,4.44,22,1.22,18,3,1
36.75,4.82,15.25,6.57,22.75,1.79,1
43.75,1.3,18.67,3.3,15,3.56,1
36,4.24,21.5,2.87,19.25,5.54,1
34.5,1.5,22.75,2.77,15.67,2.49,1
31.5,5.72,21.25,2.95,16,5.87,1
38.5,2.87,17.75,2.28,15,1.87,1
43,1.87,19.25,2.68,14.33,4.11,1
36.75,3.27,12.67,5.91,15.33,5.79,1
34.75,1.79,19.67,1.25,17.33,0.47,1
34,5.34,17.33,6.24,15.67,1.89,1
38.33,0.94,15,4.95,15.33,4.71,1
43.67,0.94,21,0,21.5,1.5,1
41.6,2.06,16.8,4.07,14.5,3.5,1
35.33,1.7,23.33,1.7,19.75,4.6,1
34.5,1.5,22.75,4.6,12.25,3.56,1
32.25,5.76,20.75,2.17,17.25,1.3,1
38.75,2.17,17,1.22,17.25,2.49,1
42,0.71,16.67,1.25,19,1.22,1
37.25,1.3,23.25,4.92,20,4.74,1
36,2.12,24.5,1.12,13.75,6.1,1
34.25,5.12,21.33,2.05,19,1.63,1
39,1.41,15.5,4.33,16,1.22,1
41.33,0.94,13.75,2.68,18,4.32,1
39,2.55,16.25,3.7,19.25,1.48,1
35.75,1.79,25,1.41,24.67,2.62,1
36,3.54,23.25,1.3,17,4.06,1
29.67,7.93,17.67,0.47,18.5,0.5,1
40,1.58,12.5,4.27,13.5,3.35,1
42.67,1.7,15.75,1.3,15.67,1.7,1
34.5,4.97,16.25,7.01,18.67,3.86,1
34.5,1.5,24.5,1.8,17.25,3.9,1
30,6.36,20.67,1.7,22.33,1.25,1
37.25,2.68,18.5,2.87,13.5,2.69,1
43,1,17,2.74,15.75,2.28,1
36,4.9,15.5,8.14,14.33,6.24,1
36,0,27.5,0.87,19.5,4.03,1
37.33,3.86,24,1.22,20.33,2.05,1
31.67,5.44,19,1.41,17,4.9,1
40.6,1.36,17,1.26,19,2.74,1
40.33,1.25,15,8.49,17.33,5.19,1
37.25,1.3,22,5.87,20.75,4.44,1
34.5,3.35,25,1.58,15.25,2.95,1
33,6.28,22,0.82,18.25,2.68,1
39.75,1.48,15.5,3.64,16.5,5.12,1
43.25,1.3,16.5,4.39,18.33,2.05,1
36.75,2.59,20.25,7.29,22,3.81,1
33,5.79,26,2.12,15,6.4,1
33.67,7.54,19.67,3.4,18.5,2.87,1
39.5,1.5,14.67,0.47,20,1.41,1
41.25,1.3,14,4.74,13.75,1.79,1
36.75,1.3,22.5,4.03,17,8.19,1
36,0,27.5,0.5,9.5,6.5,1
36,0,27.5,0.5,9.5,6.5,1
35,6.75,16.69,6.19,16.62,4.43,1
35,6.75,16.69,6.19,16.62,4.43,1
43,1,14.33,2.87,19,0,1
33.75,2.49,24.25,3.9,19,1.87,1
34.67,3.09,24.33,4.5,18.67,4.99,1
35,7.12,13.67,8.34,18.5,5.12,1
40.75,1.79,12,6.04,17.25,4.44,1
39,5.61,14.5,2.87,17.5,4.27,1
35,3.54,26,2,20.25,3.77,1
36,0,24,5.2,15.75,3.77,1
30.25,5.85,18.25,4.44,18.5,3.2,1
37.75,2.05,17,2.16,13.67,3.4,1
42.5,1.5,15.75,1.92,13,1.22,1
36.33,4.5,16.25,9.63,17.33,1.7,1
36,0,26.5,1.12,17.25,3.34,1
31.25,7.63,20.25,3.9,21.33,0.47,1
36.2,3.25,11.5,6.58,14.6,2.65,1
42,0,10,2.45,13,4.55,1
42.5,1.8,15.25,5.21,19.5,1.66,1
34.67,2.62,19,3.74,17.5,5.89,1
35.5,1.5,26.5,0.5,13.25,5.54,1
32.75,7.76,19.25,6.18,17.25,3.49,1
35.75,5.63,15.25,3.49,16.25,3.77,1
41.25,1.92,17,3,17.67,3.09,1
34.25,3.7,13.75,7.01,16,3.67,1
34,1.73,25.25,0.83,18.25,1.79,1
35.5,5.02,23,2.12,16.5,2.06,1
33.5,7.3,15.75,4.49,17.75,3.11,1
40,1.22,16.5,4.5,13,5,1
39.25,2.38,14.25,3.7,17.5,2.29,1
36.25,0.43,23.75,3.49,13,7.07,1
35.75,2.95,23.67,4.03,17,7.79,1
35,4.18,17,2.83,16.75,2.59,1
41.5,1.5,14,1.41,16.5,2.06,1
42.33,2.05,12.5,4.15,20,2.16,1
34,2.83,20.5,3.35,19.33,3.4,1
36,0,27,0,18,2.94,1
36,3.67,21,2.74,20.5,2.5,1
34.25,5.45,15.25,4.66,16.75,3.49,1
42,2.12,16.5,2.69,18.75,4.15,1
39.75,5.12,13.5,5.68,17.25,2.77,1
34.75,2.17,23.5,0.87,17.75,4.55,1
36,4.64,22,3.08,16.25,1.92,1
30.25,12.89,21,2.45,19.33,2.36,1
41.75,1.09,14.5,3.28,18.75,1.92,1
41.33,0.94,17.25,4.66,15.33,2.49,1
36.5,1.5,23,2.35,16.25,4.26,1
36.25,2.49,23,1,12.33,4.78,1
29.75,4.26,18,1.87,16.75,2.77,1
40.5,3.2,15.5,4.15,18.5,2.69,1
44.33,0.94,20.33,0.47,20.67,2.62,1
38.75,2.38,16.5,5.02,20,3,1
35,3,23,1.73,20.5,2.87,1
29,5.2,19.25,3.34,19.5,2.6,1
35.33,3.86,14,2.35,19,2.83,1
43.5,2.06,18,0.82,19.33,2.05,1
35.75,4.26,19,1,18,0,1
34.75,1.79,25.25,1.3,17.67,3.68,1
31.33,7.85,24.33,2.05,19.33,1.25,1
34.67,1.89,15.67,5.25,16,2.74,1
41.67,0.47,17.33,0.94,19.5,2.69,1
41.5,2.18,17.25,3.27,16.5,3.35,1
36.75,1.3,20.25,4.82,18.75,2.49,1
35.25,2.49,21.75,5.12,15.25,1.3,1
34.75,4.21,21.25,2.68,14.5,4.33,1
39.75,1.48,16.25,3.63,21.25,1.79,1
42.75,0.83,17.25,3.56,17.5,6.42,1
36,4.24,16,8,22,2.16,1
34,3.67,26,1,15.75,1.79,1
35,6.16,20.5,4.61,16.25,1.79,1
39,0,16.5,5.55,20.33,0.47,1
44.25,0.43,20.25,0.83,22.25,1.3,1
40,2.83,22,0,19.33,3.68,1
35.25,2.59,24.5,0.5,18,3.54,1
31.25,6.5,20.5,5.41,15.5,0.5,1
36.5,4.33,18.67,3.09,17.5,2.6,1
42,1.41,17.5,2.69,18.25,2.05,1
34.75,4.21,17,9.22,20,4.74,1
35.25,1.3,27,1.41,16,1.41,1
35.67,2.87,24.75,2.59,17.67,0.47,1
30.5,6.02,14.5,3.5,19,0,1
42.25,2.17,17.75,2.95,18.75,1.3,1
37.25,4.76,15.25,5.31,18,3,1
36.25,0.43,28.25,0.83,17,3.32,1
36,0,19.67,7.72,17.25,2.49,1
31.25,3.96,16.5,4.72,19.25,1.09,1
42,1.63,12.5,5.5,18.25,1.09,1
40.25,6.02,12,6.16,15.75,2.28,1
34.5,1.5,24,3.08,16.25,3.27,1
33.75,3.27,23.75,2.95,18,3.54,1
27.25,9.12,17.25,3.49,19.25,1.3,1
40,2.92,17.67,1.25,17.67,2.05,1
39.25,5.63,15,2.45,15.75,2.38,1
34,2.12,24,3.39,19,2.74,1
34,4.24,22.25,5.45,18.5,2.29,1
26.5,12.5,15,4.9,14.67,2.49,1
42.33,2.05,18.67,1.7,16.75,1.79,1
39.25,5.21,13,7.48,16.5,5.72,1
35.25,1.3,25.5,1.5,17.75,3.19,1
31.5,7.53,24.67,0.94,19.25,1.48,1
35.25,2.28,14.75,8.17,16.25,3.27,1
41.25,1.3,19.75,0.83,17.5,3.57,1
38,3.56,15.5,7.02,21.5,0.5,1
35.75,1.79,26.5,1.5,13.75,8.04,1
35.5,4.27,18.5,8.44,17.25,2.59,1
34.25,7.12,14,5.89,16.75,3.11,1
41.25,1.3,19,1.22,15.25,3.83,1
37.75,2.05,13.75,8.5,16.5,6.18,1
33.75,2.59,22.25,2.86,16.75,2.59,1
31.5,3.35,15.25,2.49,11.33,3.3,1
38.75,2.17,16.67,2.36,21.67,2.05,1
42.25,0.43,15,2.12,16.75,2.68,1
36.75,2.59,17.5,2.29,19.5,3.91,1
34,4.3,18.75,1.48,19,2.83,1
34,6.16,11.5,7.09,14.33,2.62,1
37.25,1.3,12.67,2.62,17.25,2.49,1
43.25,1.09,17,2.92,21,2.74,1
35.75,5.4,16.5,1.5,11,6.2,1
34.5,1.5,25.25,1.3,19.5,2.06,1
35.67,3.68,25,2.55,18,0.82,1
30.33,4.78,15.33,0.47,18.75,0.83,1
40.75,1.64,17.5,2.18,15,7.58,1
37.25,1.64,19.75,2.86,19.5,2.6,1
36.25,0.43,27,0,16.75,3.03,1
37,2.12,21.5,5.41,17,2.35,1
32,7.52,16.75,2.28,19.75,1.79,1
41,1.22,17.75,2.59,18.75,2.49,1
36.25,3.19,17,3.74,15.67,6.02,1
34,2.12,22.5,0.87,18.5,1.8,1
30.25,6.26,19.25,3.11,21,1.22,1
36.75,3.56,14,2.74,19.5,2.06,1
44,1,17.75,1.09,20.25,1.92,1
40.5,2.69,14.5,4.27,17.5,6.84,1
35.33,3.3,24.67,1.7,17.25,4.71,1
36,4.74,22,6.12,15,2.92,1
34.5,5.59,17.5,4.5,18.5,0.5,1
41,1.41,18,1.22,19.75,1.64,1
38.5,4.92,15.75,3.77,21.25,1.09,1
35.25,1.3,24.75,0.83,18.5,3.35,1
36,3.67,22.67,2.62,15.33,1.7,1
37.75,1.79,20.25,1.64,17.25,1.64,1
44,1.41,19,1.41,21,0.82,1
39.67,2.62,19.33,3.4,17.5,5.12,1
35,1.41,25,1.41,19.5,2.69,1
31.5,4.5,20.75,4.66,18.67,0.94,1
37.33,3.68,15,3.56,15.5,2.06,1
43,1.22,16,2.74,12.75,4.82,1
35.5,4.82,20,3.74,19.67,1.89,1
33.25,1.64,26.25,0.43,17,1.22,1
30.25,5.31,16.25,3.63,18,1.22,1
38.25,2.49,17,4.06,18.5,1.8,1
42.75,1.3,17.67,2.87,15.33,6.24,1
35,4.74,14.25,3.9,13,2.16,1
35.25,1.3,24,0,20.5,2.29,1
35.75,5.4,23.25,1.92,17.33,2.49,1
34,7.07,13.75,4.76,18.33,2.05,1
43.75,1.3,18,2,15,3.54,1
39.33,3.09,17,3.74,13.25,7.95,1
34.8,2.48,24.2,1.6,19.75,1.79,1
33.67,6.24,16.75,5.36,14.33,3.3,1
38.25,1.92,16.25,5.36,18.75,2.49,1
41.5,0.5,17,3.56,15.67,4.99,1
40.75,2.95,17.5,3.35,14.75,4.6,1
34.75,2.77,19.25,1.3,14.5,2.29,1
31.75,4.55,19.5,3.35,14.25,1.92,1
36.5,3.77,11.75,4.66,20,1.22,1
42,0,16.75,2.17,18.5,2.87,1
38,2.12,15,6.96,16.75,3.77,1
33,2.12,22.25,1.3,17.75,1.79,1
28,5.87,16,3.67,15.75,3.96,1
38.75,2.17,15.75,4.97,19.75,2.86,1
42.5,0.87,15,4.74,20.33,2.05,1
36.5,2.29,21,5.2,19.75,3.42,1
34,4.18,24.67,0.94,16,4.08,1
32.75,5.76,14,6.96,18.5,2.6,1
39.67,0.94,14.5,1.66,15.33,0.47,1
43,1.22,17.33,1.7,18.25,2.68,1
39.33,2.49,11,2,20.67,2.49,1
36,0,26,0.82,15,7.35,1
33,3.67,19.75,4.15,14.25,3.34,1
35.5,2.5,14.5,2.5,15,0.71,1
42.5,0.87,13.33,3.3,13.25,3.03,1
36,4.24,15.5,8.2,17,3.67,1
34,2.12,22.5,4.5,16,1.87,1
33.25,6.57,20,3.74,22.67,0.94,1
39.5,1.5,17.75,1.79,16.25,1.79,1
41.75,0.43,12.67,2.36,17.33,2.05,1
37,1,20,6.16,21.25,2.17,1
34.33,2.36,20.25,10.57,11.67,1.25,1
31,3.56,18.67,2.49,18.5,2.6,1
36.75,2.86,13.75,2.86,19.5,1.5,1
42,0.71,13.25,2.05,19,1.87,1
34.5,4.97,16.75,3.96,16.25,3.03,1
34.5,1.5,24.5,0.5,16,0,1
29.33,6.55,17,6.38,19.25,2.28,1
37.25,4.02,16.5,3.84,20.75,1.92,1
43.5,1.5,18.67,0.94,12.67,4.78,1
36.75,2.59,11,4.97,20.75,1.79,1
32,1.41,23.75,0.43,16,0.82,1
32.25,6.18,17.5,3.57,16.75,4.32,1
39,2.24,12.25,6.76,21.25,0.43,1
42.33,0.47,11,5.89,19.5,4.5,1
38.8,3.43,14.4,3.14,14.75,1.48,1
35,1.41,19.33,0.94,13.25,5.63,1
35.75,4.44,17.25,1.48,18,0,1
37.5,1.5,12.75,5.93,16,1,1
42,0.71,17.25,2.28,16.67,1.7,1
39,2.24,12.75,7.46,16.75,3.27,1
34.25,3.03,19.5,2.18,14.75,2.68,1
30.75,6.83,15.25,3.49,12.25,1.64,1
36.75,3.9,13,5.61,12.75,2.49,1
42.75,1.09,17.5,2.18,19.25,2.49,1
40.5,2.69,17.25,4.32,17.33,1.7,1
34.67,3.09,18,0.82,20,1,1
33,3.67,18.5,0.5,14.5,3.35,1
36,2.16,10.75,5.26,17,3.56,1
43,1.22,16.5,2.06,17.5,3.5,1
39,3,18.5,2.5,18,2.83,1
35.25,1.3,21.5,2.29,18,4.3,1
33.5,2.87,19,2.45,14.67,2.49,1
28.75,7.82,18,2.12,18.75,1.92,1
42,1.87,16.5,1.8,21,2.12,1
42,2.12,16.75,2.59,17.25,3.34,1
36.33,0.47,22.5,0.5,18.5,2.5,1
32,5.74,16.75,1.09,12.67,3.3,1
36.75,2.49,17.5,3.35,16.25,1.79,1
42,1.22,15,2.24,17.25,2.38,1
38.25,3.77,16.33,1.25,16.5,3.64,1
35.25,1.3,21,2.45,13.5,3.84,1
35,2.83,16.67,1.25,16,0,1
35.75,2.95,14,6.6,14.75,2.38,1
40.33,1.25,17.67,2.49,19.25,2.49,1
43.67,1.89,13.67,5.44,20,3.16,1
36.25,3.9,18,3.08,13,3.54,1
33,2.12,18.25,1.79,9,6.38,1
36.5,4.09,16.5,1.5,15.33,1.7,1
39,0.82,14.67,4.03,16.75,3.34,1
42,0,16.5,4.5,15.75,1.3,1
39,2.24,17,2.94,20.33,1.7,1
36.75,0.83,21,1.87,13,5.48,1
34.75,4.76,15.75,1.3,15.5,1.5,1
31.5,5.59,16,3.81,17.75,1.79,1
41.75,1.79,15.25,2.17,20,2.45,1
40.5,4.5,16.5,3.57,17,2.24,1
35.75,1.79,19.75,1.3,11.5,5.55,1
37.25,2.95,16.5,2.87,16,1.58,1
36,5.79,15.67,2.62,15,0,1
42.5,1.5,16.5,1.5,21.25,1.92,1
40,5.34,16,5.24,17.25,2.86,1
34.67,3.4,19,4.06,14.33,3.3,1
34,2.12,17.5,2.5,10,6.96,1
27.8,10.5,16.67,3.4,15.4,3.67,1
41.75,1.64,15.75,2.77,17.75,2.77,1
40.5,3.64,16.5,2.18,19.75,2.49,1
34.67,3.4,20,4.18,13.67,5.25,1
34.5,2.6,18.75,3.96,14.6,4.5,1
28.67,6.6,17.25,1.48,15,3.74,1
40.75,2.38,15,3.08,18.75,1.3,1
43,1.41,17.67,3.68,19.5,2.96,1
38.25,2.28,15.75,3.27,21.33,2.05,1
35,3,19.75,1.3,13.5,6.1,1
33.75,4.92,17.5,3.35,13.5,5.17,1
36.25,5.97,15.25,3.49,18.5,2.69,1
41.5,1.5,16.75,2.49,15.5,5.12,1
34.75,3.7,20.33,5.19,16.67,3.68,1
34.5,1.5,21.25,1.79,12.25,4.71,1
30.25,8.58,16,3.67,15.25,0.43,1
38.75,2.17,18.33,2.05,17,1.41,1
43,1,19.25,1.79,17,4.18,1
37.25,1.3,19,3.54,21.25,1.09,1
34,1.41,20.75,0.43,11.67,1.25,1
32.75,6.34,3,0,16.5,1.5,1
