avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,activity
36.67,5.73,19.33,1.25,10.75,7.89,0
37.33,1.25,21.25,1.79,13,1.41,0
33,5.79,17.5,1.12,17.25,3.9,0
36.5,7.89,12.25,4.44,15.25,7.82,0
30,6.48,13.33,1.25,18.75,2.49,0
23.75,5.49,17.75,2.05,20.75,2.17,0
36,6.96,13.25,5.76,14.5,4.27,0
33.5,3.91,10,4.08,18.75,2.28,0
32.5,2.87,10,1.87,13,1.22,0
38.5,4.33,17.25,3.11,15,7.14,0
25,1,14.33,0.94,13.33,3.68,0
23,4,16.5,1.5,9.5,0.5,0
37.5,4.5,16,3.67,20,1,0
27,6.36,16,1.41,13,1.41,0
30.75,6.14,16,3.39,18.5,5.94,0
33.25,10.11,14,2.45,17.33,5.19,0
31.33,1.25,14,2.74,20.67,2.87,0
24,4.24,19.5,2.87,16.75,4.44,0
35,8.75,19.5,1.8,16.33,3.68,0
35,1.41,15,4.24,16.25,1.92,0
36.25,0.43,24.5,0.5,16,2.35,0
42.75,1.92,19,4.12,18.5,2.06,0
32.75,4.21,11.75,4.76,15.75,4.15,0
30,2.45,17.25,3.56,21.33,0.47,0
37.5,5.32,18.5,0.5,19.25,3.03,0
40,3.24,17.5,3.77,18,3.67,0
31,8.4,20.75,3.42,17,5.05,0
41,3.81,19.25,1.3,17.25,4.32,0
28,5.87,16,1.87,15.25,5.63,0
30.75,5.12,17.75,2.86,19.75,2.49,0
35.75,3.49,10.5,4.5,14.75,3.42,0
36.33,6.02,24,0,18,2.16,0
37.5,4.56,13.75,7.01,19,3.61,0
36.75,13.27,10.75,4.09,15,2.45,0
31.25,6.61,15.25,4.76,18.75,1.79,0
26.75,8.9,12.75,1.3,18.25,1.79,0
37,5.1,14.75,3.11,18.67,0.94,0
32.33,3.3,16,2.16,16,3.67,0
36.67,0.94,17.67,2.87,14.5,5.32,0
42.5,3.5,14.5,3.57,16,0.82,0
35.25,6.5,14.75,2.49,19.5,3.2,0
25,2.45,17.25,1.79,17,5.96,0
40.25,4.76,15.25,3.27,16.5,2.6,0
36.75,5.36,18.25,5.63,17.5,2.5,0
35,5.61,22.5,2.69,17.5,3.5,0
40.25,6.61,10.5,2.69,16.5,2.96,0
29.25,2.59,16.67,0.94,15.75,3.49,0
27.25,6.61,18.75,2.28,15,0,0
42,5.52,16.67,1.25,10,5.1,0
33.25,1.79,21,0,17.67,0.47,0
36,4.24,17.5,1.66,17.67,2.49,0
40.5,5.68,17.75,0.83,16.25,2.86,0
33,0,17.75,2.86,17.33,2.62,0
32,4.34,14.25,2.86,13.8,5.56,0
41.33,6.24,16.25,1.79,16.33,0.94,0
38.67,0.47,13,1.63,17,2,0
37,2.83,10.67,5.79,20.25,4.92,0
39.75,3.9,13.75,1.64,14.5,5.41,0
40.75,9.18,14.5,2.29,14.5,3.5,0
26,3,20.5,1.5,20.25,2.86,0
32.75,5.76,12.5,7.02,15.75,3.56,0
40.5,4.97,13,6,18.25,2.38,0
37.25,1.3,15.25,4.71,18.5,2.18,0
37.5,3.35,14,1.41,18,0,0
44,2.45,12.25,2.95,14,1.87,0
32,9.3,11,2.12,20.67,0.47,0
24.25,0.43,18.5,4.09,18.75,3.11,0
33,2.83,11.75,2.17,12.25,2.49,0
42.25,4.92,13.25,2.86,17.5,3.35,0
37.75,1.3,15,2.12,22.5,1.5,0
39.5,2.6,15.67,2.05,14.33,5.19,0
44.75,1.79,13.8,3.92,14.4,2.06,0
29.75,7.76,14,0,16.5,4.5,0
32.75,2.17,17.33,1.7,15.33,3.77,0
38,7.71,12.75,3.77,18.75,1.48,0
37,1.41,20,4.24,19.33,2.62,0
36,2.45,21.33,2.05,19.75,3.49,0
38,4.3,17.25,2.28,16.5,3.64,0
41.5,5.94,16,2.74,12.25,6.3,0
28,12.19,9.75,1.48,18.5,4.09,0
33.25,1.79,11.33,0.94,21.25,0.83,0
42.75,4.32,17.75,2.95,18.25,0.43,0
40,0.71,16.75,4.21,19,2.12,0
38.5,2.6,16.5,6.69,14.75,2.17,0
42.67,2.05,17.25,0.83,9,6,0
34.25,11.32,9.5,0.5,15.5,3.5,0
28.5,7.83,12.75,2.77,17,3.54,0
32.67,7.93,13.75,4.26,12.67,2.05,0
41,5.2,11.75,4.09,14.75,2.49,0
39.33,0.47,17.33,4.03,15.75,2.49,0
32.75,5.4,11,4.64,13.25,2.59,0
43.75,2.49,12.75,3.27,15.75,3.9,0
35,8.22,15.5,2.29,12.25,3.34,0
25.25,3.83,12.5,1.8,20,6.38,0
35,2.74,15.33,2.62,15.5,3.2,0
36.25,4.6,13.67,4.64,13.33,4.11,0
37.75,1.3,18.25,3.27,11.25,2.49,0
37,1.41,13.33,6.8,18.25,2.38,0
45,2.45,12,0,14.33,3.86,0
32.25,9.28,16.25,1.3,19.5,2.96,0
24.75,0.83,15.5,3.57,19.5,4.5,0
30.75,5.76,18.25,3.27,21.25,2.77,0
43.5,4.97,16.5,2.69,19.5,2.69,0
35,1.41,17.5,2.96,20.67,0.47,0
32.25,1.3,16.75,5.54,21,0,0
37.33,5.25,18.33,0.47,16.33,3.09,0
38.5,8.2,13,2.83,17.25,2.68,0
31.5,3.84,14.25,2.49,16.25,3.77,0
26,1.87,10.5,2.69,11.5,4.27,0
39.75,6.14,14.25,4.44,11,4.36,0
39,5.79,15.5,2.69,9,2.12,0
38.75,0.43,11.5,4.97,16.75,7.36,0
40,5.52,12.67,1.89,21.75,1.48,0
33.75,6.76,13.5,5.12,18.5,3.35,0
23.75,5.63,20,0.82,17.5,2.87,0
30,8.75,11.25,3.34,13,3.46,0
41.25,2.49,17.67,1.25,14.67,0.94,0
35.25,2.49,16.75,4.76,15,0.71,0
38,1.41,18.75,2.59,19.67,1.89,0
41.5,2.5,18,1.87,13,1,0
30,6.52,21.75,1.48,17.25,4.15,0
28.4,2.58,18.5,5.55,19.4,3.44,0
31.67,1.89,20.33,2.62,19.33,5.25,0
42.5,4.15,16.75,2.68,8.5,2.87,0
34.67,1.25,13.67,1.7,14,2.12,0
36.5,2.18,10.5,3.35,14.5,2.29,0
41.75,2.38,16,1.22,17,3.67,0
33.25,3.49,9.67,4.99,16.5,2.96,0
31.75,2.68,17.5,2.69,15.75,1.3,0
33.75,4.82,16.5,4.72,18.25,2.77,0
38,5.34,13.25,3.27,7.75,4.38,0
29,1.41,18.75,4.44,10,5.34,0
35.25,4.82,13,1.41,16,3.61,0
41.25,7.46,10.67,1.25,12.75,1.92,0
30.5,4.33,9.5,3.2,18,3.67,0
28.75,9.18,10.33,2.05,17.33,0.94,0
37,5.35,16.25,2.68,20.33,0.47,0
36,0,12.25,2.68,12.33,1.89,0
30.25,0.43,17.25,1.48,11.25,4.92,0
38.33,0.94,15,2.45,6.25,3.27,0
39.25,10.18,16.5,2.69,21.75,1.3,0
27.5,2.87,15.75,2.86,17,6.04,0
32,4.9,11.75,0.43,14.25,2.49,0
42.25,5.31,12.33,3.4,17,5.1,0
33,4.24,21.25,1.79,21,1.63,0
33.25,2.77,20.5,2.18,19.5,1.66,0
43.5,3.2,19,2.74,19.25,1.79,0
30.75,8.29,15.75,2.17,15.75,1.3,0
26,1.58,13.5,3.2,17.5,4.92,0
36.75,6.14,18.25,3.27,14.5,3.77,0
41.75,3.34,16.25,1.48,9.5,5.36,0
33.5,7.3,17.25,1.3,13.67,1.7,0
38,3.56,16,2.83,20.67,1.25,0
42.75,2.86,18.25,0.83,19.75,2.05,0
29.25,5.8,14,3.54,19.25,5.36,0
29.5,3.91,11.25,6.18,16.25,3.03,0
37.75,4.92,16.75,2.86,13.75,1.48,0
42.25,3.49,14,7.68,12.75,1.3,0
36,3,17.67,1.25,15.67,0.94,0
41.67,0.47,18.25,1.79,12.67,6.94,0
38.75,10.33,15.25,2.28,16,6.28,0
35,1.41,12.67,2.62,18.5,2.6,0
31.33,6.55,14,1.63,20,2.55,0
36.75,5.76,14,2.74,19.25,4.92,0
39,0.71,10.5,2.29,16.5,6.34,0
36.5,2.87,16,4.85,17.5,2.29,0
41.5,2.6,20.25,1.92,17.25,3.96,0
39.25,13.48,15.5,3.04,22.5,3.2,0
28.5,6.1,20.5,1.66,16.75,4.44,0
25,11.58,8.67,4.64,9,0,0
38.4,6.53,16.25,2.05,15.25,5.72,0
35,2.74,15.67,3.3,17,5,0
33,4.64,13.75,3.03,12.25,4.32,0
45.67,2.62,15.75,2.49,14.67,5.44,0
34.67,1.89,13.75,3.27,19,0.82,0
36,2.45,16.75,3.83,14.67,2.49,0
37.33,1.25,14.33,2.05,10.33,1.7,0
38.25,4.44,16.5,3.64,17.25,4.82,0
18,6,19.25,2.49,12.75,5.58,0
34.75,3.83,10.25,1.48,12.5,2.87,0
37.33,15.08,11.33,1.7,15.75,1.92,0
29.75,3.49,13.25,1.79,11.75,1.79,0
27,3.54,12.5,2.69,12.75,6.38,0
37.75,8.9,13.5,4.03,11,5.7,0
34.25,2.17,12.5,1.8,10,1.87,0
36.75,2.49,10,5.74,15.25,3.27,0
43,3.16,15.5,1.8,15,2.55,0
31.25,2.05,11.5,3.91,15.25,3.77,0
30.75,3.9,15.75,4.26,17.5,2.87,0
35.75,6.34,18,1.41,20,2.16,0
37.75,4.44,15,3.08,18,1.58,0
33.75,2.49,12,3.94,13,4.85,0
37.5,4.92,15.25,2.17,13.25,7.79,0
40.75,8.58,17.75,2.86,14.25,5.36,0
30.5,2.29,17.75,2.05,20,2.45,0
31.75,5.54,16.67,3.68,18,2.16,0
41.25,4.44,14.25,3.77,15.75,1.92,0
37.67,1.25,16.25,4.76,16.33,3.09,0
33,3,19.75,2.68,19.33,1.7,0
43,2,13.33,1.25,12,1,0
37.2,6.79,12.4,1.85,16,6.6,0
30,0,11.33,2.87,22,1.41,0
31.75,1.3,15.25,4.76,23.5,0.87,0
38.75,7.36,15.25,2.95,17.75,0.43,0
32,2.45,14.5,5.68,13,5.74,0
37.25,4.26,19.75,2.68,14.5,3.28,0
42.25,3.42,11.5,4.77,15.5,5.68,0
31.5,1.5,18.67,2.62,18.67,2.05,0
29.5,0.87,17.25,3.27,17.5,1.66,0
40.25,4.26,17.25,4.97,14,2.45,0
38.5,1.5,20,2.92,9.67,6.6,0
40.25,1.64,13.67,4.19,17.33,0.47,0
33.33,6.34,15,2.12,17,1.41,0
37.5,8.53,18.75,1.92,15,3,0
35,1.41,12.25,1.3,17.33,0.94,0
29.67,6.94,15.75,3.11,22,1.41,0
36,6.48,16,4.97,20.25,4.15,0
38.75,3.7,19.75,3.42,19.5,3.35,0
33.75,1.3,15,4.64,13,4.85,0
39.75,1.48,17,4.36,13.5,4.56,0
36.75,6.5,19.5,2.6,21.5,2.29,0
30.5,3.57,12.75,4.49,22.5,2.6,0
31,5.74,17.5,4.56,14.75,2.49,0
41.25,6.87,15.25,1.48,9.5,3.64,0
35.75,3.56,14,4.06,8,4.24,0
38.75,1.79,17.33,2.62,17.5,2.29,0
42.5,3.57,15.67,3.09,18.67,3.86,0
31,3.08,15.5,4.61,13.5,7.37,0
34.25,2.38,12,6.04,10.75,4.92,0
41.5,3.28,17.25,2.59,17.25,0.83,0
40.25,3.27,13,0.71,15,1.22,0
34,1.41,10.33,1.25,17,0.82,0
38.25,3.56,17,3.61,13.75,3.03,0
41.25,3.34,15.75,2.49,15,3.56,0
33.25,2.49,21.75,1.3,20,2.74,0
32.33,0.47,17,2.94,18,3.67,0
39,5.61,10.33,5.25,12,5.66,0
39.25,2.17,15.75,3.27,9,1.87,0
32.25,2.86,18,0,17,3.56,0
36.25,5.21,15.75,1.3,19.75,1.79,0
34.5,6.54,8.25,3.56,14,2.12,0
29.75,4.49,13.33,1.25,16.67,6.6,0
28.5,3.64,19,2.74,15.25,2.77,0
38,3.81,19.25,3.83,16.67,0.94,0
35.25,1.92,15,3.54,14.25,6.83,0
35.75,3.49,9.33,5.91,15.67,4.5,0
37.25,4.82,17.5,2.69,12.67,4.92,0
28.25,1.92,9.67,5.79,19.5,2.06,0
23,3.74,16.25,1.3,13.67,4.64,0
42.25,4.38,14.5,2.69,10,6.2,0
34.67,1.89,17.33,2.62,17.75,1.09,0
36.5,0.87,14.75,2.95,19.75,0.83,0
40.25,3.42,13,6.6,15.75,3.56,0
35.25,7.46,15.33,3.4,16,5.48,0
29.5,3.35,13,4.32,16,3.56,0
27.75,4.49,18.75,2.86,20.75,2.77,0
36,9.25,14.67,3.4,17.33,0.94,0
36,0,17.33,3.86,15.67,2.62,0
37.75,1.79,20.75,1.79,14.75,2.95,0
46,2.83,19.25,3.49,17.67,4.03,0
29.33,0.47,15,2.16,14.25,5.76,0
27.67,6.55,18.33,2.36,15.25,3.42,0
39.25,3.96,16.25,2.95,17.75,0.43,0
38,6.82,20,2.55,14.75,3.9,0
31.75,4.09,22,4.06,13,1.41,0
36.5,3.57,19.5,2.69,16.75,2.59,0
41.75,9.2,19.25,2.49,16,3,0
25.5,4.03,16,3.74,14,7.87,0
33.75,3.49,11.5,3.35,20.75,1.79,0
41.75,1.09,18.25,2.86,11.5,1.8,0
29.75,6.91,19,5.87,10.75,4.44,0
40.5,1.66,11,3.46,16,2.92,0
44.5,1.8,12,6.04,17,6.52,0
34,7.11,17,4.55,21,1.87,0
29.75,4.26,17.5,4.15,18.25,4.82,0
36,2.12,13.67,4.11,12.5,0.87,0
40.5,2.96,17.75,3.83,20,2,0
39.5,2.87,21,2.45,22.67,2.62,0
37,6.6,16.8,2.64,15.8,2.4,0
41.25,3.9,10,2.94,12.67,8.5,0
35,3,16,3.74,20.25,4.32,0
34.5,2.6,18,3.67,19.75,1.3,0
38,9.9,21,2.55,17,1.41,0
34.5,1.5,19,1.41,15.75,3.96,0
36,0,10.67,4.19,17.25,5.26,0
42.25,4.26,20.25,2.17,16,3.54,0
38.75,8.17,18,2.12,19.5,5.12,0
28.5,4.97,20,2.35,14.25,2.49,0
38.75,4.71,16.5,2.6,14.75,2.59,0
36.25,6.68,16,5,15.33,3.77,0
29.75,4.26,23.67,0.47,18,4.55,0
42,2.45,16.5,2.18,21.33,1.25,0
36.33,8.5,11.25,0.83,19.33,1.25,0
27.25,2.17,13,1.58,16.75,3.63,0
34.8,3.06,15,3,17.8,2.64,0
40.33,1.89,14.5,2.29,13.67,2.36,0
30.5,4.15,15.25,1.92,18,3,0
31,5.66,20,0.82,13.25,2.77,0
39.25,5.31,11.75,3.7,16.75,1.48,0
32.75,7.15,11.75,5.76,19.5,0.87,0
23.25,8.58,17.25,2.28,12,2.24,0
33,9.72,13.33,1.89,7.67,3.68,0
34.75,4.55,10,5.66,6.5,2.5,0
29,1.41,15.5,3.57,12.33,0.47,0
38.25,1.92,14,1.87,14.5,5.02,0
36.5,11.01,17.25,1.3,17.67,1.25,0
27.75,5.54,13.5,3.2,15.75,7.15,0
33,2.45,8.67,3.3,17,2.74,0
41.75,3.83,15.33,2.05,7,1.63,0
37.25,1.64,17.5,5.36,13,2.12,0
39,3.67,17,1.22,17.75,4.6,0
42,7.35,14.75,3.42,15.5,3.2,0
29.75,7.36,19.5,1.12,17.5,4.97,0
29.25,2.49,17.5,2.6,11.25,2.59,0
41.75,4.92,16.25,2.17,11.5,6.34,0
33,2.55,16.75,3.27,12.5,3.91,0
30.25,4.09,16,1.22,10,3.24,0
36.25,7.4,17,0.82,14,4.97,0
35,8.31,12,3.32,22,2.12,0
31.5,3.35,14.67,1.89,20,0,0
37.25,5.76,14.6,2.58,16.2,4.07,0
33.75,9.81,17.75,3.49,18.25,2.17,0
27.5,8.53,20.33,2.62,20,1.41,0
29.25,7.4,15.25,1.48,17.5,2.29,0
39.33,2.49,12.5,4.61,19,1.41,0
36.25,0.43,13.25,1.3,18.75,3.27,0
34.5,1.5,16.5,2.6,15.25,1.92,0
42,2.55,12.75,4.66,18,1.87,0
38.33,0.94,14.33,4.78,13,3.74,0
34,2,12,2.45,15,4.08,0
36.75,5.8,17.25,1.3,18.25,4.02,0
29,16.2,17.5,3.2,19,4.85,0
33.75,2.49,15.25,6.34,13.75,6.02,0
31.75,7.82,17.75,2.95,11.5,5.32,0
36.25,6.02,14.67,3.3,20,1.58,0
32.25,2.49,14,6.2,15,2.55,0
37,4.06,17.75,1.64,16.75,4.6,0
39.25,6.26,15.67,3.3,16.33,3.09,0
32,2.45,10.67,0.94,17.5,2.87,0
36.5,0.5,9.5,5.5,16,1.41,0
39.5,4.5,12.67,2.62,20.67,3.3,0
28.75,5.89,18.25,3.56,15.5,4.5,0
32,5.87,16.25,5.8,15,5.79,0
37.33,4.99,8,1.41,14,2.16,0
35.5,10.69,8.67,1.25,13.75,6.42,0
33.75,5.12,15,5.1,13,6.16,0
34.75,4.26,17.25,3.27,12.5,5.22,0
39.75,3.11,11,1.41,14.67,1.25,0
35.25,1.92,18,2.76,18.6,3.5,0
39.5,1.5,17,2.55,14.33,4.99,0
40,5.15,13.75,4.15,14.5,5.89,0
33.75,1.3,18.67,0.94,19.67,3.4,0
32.25,2.49,13.5,3.91,17.5,5.32,0
41.67,2.49,18,2.12,19.33,0.47,0
37,1,17.33,1.25,19.67,1.7,0
33.67,3.86,15.33,3.77,19.5,2.29,0
37.25,6.5,17.5,0.87,13.67,3.4,0
36.5,6.42,11.5,5.85,20,1.41,0
30,4.74,16.5,2.6,16.5,3.84,0
37,6.6,16,3.24,16.5,2.29,0
38.25,5.76,14.25,4.21,14.75,6.02,0
37.25,1.3,15,3.27,10.67,5.25,0
40.25,3.49,8.25,2.59,16.5,3.64,0
31,12.03,17.25,1.3,16.33,3.09,0
26,3.52,15.75,3.77,15,5.37,0
34.33,3.09,13,5.43,7.67,4.92,0
41.5,4.03,15.75,4.32,10.25,3.56,0
37.67,1.25,15,3.27,15.5,3.28,0
36,4.24,22.33,1.25,18.5,3.35,0
39.2,3.76,14.4,4.41,16.25,6.06,0
32.33,0.94,16,1,16.75,3.63,0
28.25,2.86,15.75,1.92,14.5,6.34,0
38,6.16,10.33,6.8,13.5,3.84,0
34.5,4.5,17.33,3.77,10.25,5.36,0
33.5,2.5,16.5,1.66,18.5,0.5,0
41.75,3.03,20.25,4.82,19.25,3.77,0
28,10.25,5.67,4.5,15.33,5.25,0
34.33,1.25,14.8,4.79,17.4,2.94,0
38.25,5.93,15,5.1,18.33,4.64,0
38.25,3.9,14.33,1.7,16.75,2.77,0
37,2.45,17,2.45,16.5,1.66,0
36,3.67,9.75,4.15,22.25,2.49,0
39.5,11.06,19.75,4.6,20.5,3.04,0
29.33,3.77,22,1.22,13.67,6.18,0
32.75,3.77,12.75,5.12,16.5,3.57,0
42.67,2.49,15.5,3.35,15,6,0
37.25,4.26,18,4.55,17.5,1.66,0
34.67,4.64,16.33,3.4,15.75,3.27,0
42.25,3.56,17.75,4.15,13.25,5.12,0
36.25,5.63,19.75,5.76,17.5,5.5,0
33.25,2.77,20,2.12,18.75,2.49,0
32.5,2.87,15,5.79,14.5,1.5,0
32.5,3.5,17.25,3.96,14.25,4.26,0
35.75,2.17,20.75,2.49,15.75,5.36,0
38.5,2.29,12.75,5.07,16,3.67,0
40,5.87,22.67,1.89,15.5,3.5,0
30,5.24,18.75,2.49,17.5,2.29,0
38.25,1.48,15,4.3,15.5,5.55,0
37,3.61,17,2.74,16.5,2.06,0
30.33,0.47,16.5,3.2,15.33,5.91,0
34,7.07,18.25,3.63,17,6.16,0
42.5,3.28,11.75,4.32,16.5,4.5,0
32.25,3.9,15.25,2.17,15.75,1.79,0
31.5,3.35,16.75,3.56,14.75,1.64,0
39,4.3,14.5,2.6,12.5,6.69,0
28.33,8.18,8.33,3.3,21,5.61,0
32,2.83,13.67,3.09,12.75,3.27,0
39.67,6.55,11.67,3.68,16,1.87,0
36.25,6.02,13.67,3.3,15.67,4.5,0
27.75,3.9,16.5,1.66,18.75,0.83,0
35,6.71,17,2.45,7.33,4.03,0
38.75,4.21,17,1.22,12.25,0.43,0
37.5,2.6,12.5,2.87,14,3.24,0
38.75,2.68,12,2.55,16.75,4.38,0
31.75,7.95,11.25,3.96,9.75,7.98,0
26.5,2.29,15.5,3.91,17.5,2.6,0
36,5.61,14.75,8.76,15.75,1.48,0
39.5,4.97,13.25,5.97,19,3.46,0
35.25,1.3,19.5,4.5,21,3,0
38.5,2.29,14.75,1.79,16.25,2.86,0
35.25,6.94,10.67,4.11,15,2.16,0
29.33,2.49,16,5.2,18,2.94,0
31,4.55,19,1.22,14,1.63,0
40,7,17.33,4.92,17.67,1.25,0
32.25,1.3,14.33,1.7,11,1,0
34.5,3.84,13.25,1.3,10.5,6.58,0
41,2.74,14.33,1.89,18,3.94,0
34.5,1.5,8.25,4.44,14.5,3.77,0
27.75,3.96,16.75,1.3,19.25,4.26,0
39.5,6.26,16.33,5.91,18.75,3.96,0
31.25,1.79,18.75,6.14,14.25,3.11,0
35,7.25,17,6.96,13.25,5.93,0
38.25,3.96,16.5,2.06,17,5.05,0
29.5,5.89,18,2.45,16.33,6.6,0
28.5,12.82,16.67,6.18,11.33,4.19,0
40,3.24,18.67,3.3,13,5.79,0
39.33,1.25,16.75,6.14,18.33,0.47,0
37.75,3.49,13.75,1.3,16.75,1.48,0
40.25,5.89,15.25,6.1,14,0.82,0
33,2.45,17,1.41,19.25,3.11,0
29.33,3.86,14.5,5.94,23.33,0.47,0
33.5,6.95,14,4.74,21,2.12,0
36.33,2.87,15,4.24,16.25,1.09,0
35.25,4.92,10.5,5.32,16.67,1.25,0
34.5,6.18,12.75,2.86,15,2.55,0
40.5,4.03,13,4.06,18.5,4.15,0
27,6.75,17.75,2.77,17.5,4.15,0
27.75,3.9,16.25,2.05,12.75,1.92,0
41,5.48,16.67,1.25,17.67,1.7,0
31.75,4.55,14.75,3.27,8,2.92,0
33.75,3.11,11.75,3.27,15.75,2.49,0
40.5,4.5,16,4.06,17.25,2.28,0
36,6.4,12.75,4.44,18.25,3.7,0
36.25,8.93,20,3,21.75,1.3,0
39.25,5.36,14,4.74,18.75,1.64,0
34.67,2.62,17,3.08,20.33,0.94,0
40.75,1.64,17.33,2.87,15.75,5.36,0
34,7.65,13,1,12,6.96,0
32,2.83,21.33,2.36,18.67,4.78,0
30.5,5.68,15,5.24,13,7.07,0
36,3.67,14,1.63,18.5,0.87,0
37.75,6.87,15,3,16.75,1.3,0
30.25,4.76,10,5.79,18.75,3.27,0
36.5,0.87,9.67,5.44,19.5,1.5,0
34.75,7.66,14.5,2.18,12,5.79,0
24.75,8.26,13.5,5.02,17.25,4.32,0
26.25,2.49,18.75,3.56,12.5,7.09,0
38.5,3.28,18.25,2.38,18.5,2.06,0
35.5,1.5,14,2.12,20.75,3.27,0
35.75,2.77,14.67,2.05,14,0,0
40,4.06,12,3.94,13,7.38,0
33,4.24,14,1,15.67,2.62,0
30.25,0.43,15.25,2.77,20.25,7.4,0
40,0.82,13.25,5.8,21,2.94,0
34.5,1.5,13,1.87,16.25,4.49,0
35.5,3.91,14.5,3.77,17.5,1.12,0
38.67,6.94,18.33,1.25,18.25,1.79,0
27.75,6.83,9.5,4.97,17.5,3.57,0
27.75,3.9,17.25,2.49,14.5,2.6,0
38.25,4.32,17.5,4.15,18.75,4.44,0
32.75,2.17,18.25,2.86,20.25,3.56,0
33.25,3.9,16.5,1.12,18,0,0
40.5,3.35,14.5,2.87,15,4.3,0
25.75,7.95,14.25,4.44,19.25,4.55,0
25.5,2.69,16.5,3.2,18.25,2.95,0
34.5,9.07,17.25,2.49,20.5,2.29,0
38.25,2.86,17.75,4.6,23.5,0.87,0
35,2.12,20.25,3.27,19.75,2.95,0
42.75,2.49,14.5,2.5,21.25,1.09,0
38.5,3.77,16,4.85,16.75,5.36,0
37.25,1.09,16.5,3.77,12,4.64,0
35,5.74,18.5,4.33,13.5,3.84,0
37.25,4.09,18.5,1.5,19.25,2.95,0
39.75,2.49,11.25,1.92,17,2.35,0
39.5,5.59,5,5.66,20,1.41,0
37,4.18,13.67,2.36,21,3,0
33.33,6.8,17.75,3.56,15,0,0
41.67,4.92,10.67,3.68,17.67,2.05,0
34.67,3.4,18,2.94,17.75,3.56,0
34.75,3.03,17.25,2.86,23,1,0
41.25,4.32,15.33,0.47,18.25,1.79,0
36,7.04,12.67,4.99,19.25,6.02,0
28.75,1.48,6.25,3.34,16,4.58,0
33,4.24,14.5,4.92,19.75,3.77,0
37.25,2.49,13,6.16,16.5,3.04,0
38.75,0.43,19.75,3.27,14,5.34,0
42.75,3.11,18,6.36,12.25,2.95,0
34.75,6.02,18.33,3.09,20.33,5.91,0
31.25,5.76,14.75,4.21,19.75,2.77,0
36.67,0.47,14.25,3.11,18,0,0
43,5.1,17.67,4.5,12.75,2.86,0
37.25,1.3,16,3.54,17.25,0.83,0
39.75,2.49,18.75,1.3,20.67,2.87,0
38.75,5.21,15,2,14,4.24,0
33.25,1.79,12,4.85,16.5,2.29,0
33.75,2.49,10.25,2.05,13.75,6.18,0
38.5,4.97,14,2,16,3.67,0
34.5,2.06,12.75,3.56,19.5,3.84,0
42.25,3.49,8.67,2.36,16.5,1.5,0
46,0,14.75,4.02,14,0,0
27.75,1.92,13.75,3.49,20,2,0
31.67,5.79,14.5,1.5,14.67,4.71,0
39.75,3.9,16.25,3.49,18.5,3.77,0
34.5,1.5,16.67,5.44,17.25,2.28,0
35.67,3.77,9.67,4.78,11,3.67,0
43,1,15.75,2.49,14.33,5.73,0
35.75,1.79,12.5,2.87,18,5.1,0
25.75,5.49,15,1.87,12.5,2.18,0
32.25,8.95,13.25,3.03,16.33,1.25,0
36.75,3.27,17,5.43,16.25,1.79,0
33.5,2.87,13.5,1.66,16.25,4.02,0
40.25,4.6,18.75,1.79,14.25,4.76,0
33.5,8.56,14.75,4.02,15.5,4.5,0
28.25,4.21,11.67,7.04,11.33,3.3,0
29.33,3.3,16.5,2.29,15.33,3.68,0
37.25,6.14,17,4,13.25,4.21,0
29,0.82,20.67,0.94,20,1,0
30,4.24,12.67,1.7,16.25,3.83,0
30,4.24,12.67,1.7,16.25,3.83,0
31.67,7.26,15.9,4.5,14.27,2.67,0
31.67,7.26,15.9,4.5,14.27,2.67,0
36.25,7.79,13.5,5.32,12.25,3.27,0
37.25,6.83,18.5,2.87,8.25,4.6,0
31.5,4.39,15,2.55,12.25,1.64,0
32,6.36,10.67,6.6,11,1.41,0
40.25,6.87,16,2.92,16,4.3,0
35.25,1.3,13.75,1.48,15.75,3.27,0
39.75,4.15,19.33,2.05,19,2.16,0
43,5.87,19,3.61,15.5,3.2,0
40.25,2.05,15.25,2.17,17,1.58,0
40,1.41,13.25,5.4,19.67,0.94,0
41,1.41,13,2,13.5,4.72,0
34.5,7.5,7.67,4.78,20,3,0
34,1.41,16,1,19,3.08,0
35,5.87,15,4.12,20.75,1.09,0
39,5.61,18.25,2.38,19.5,1.5,0
35.5,3.04,17.25,2.28,14.5,2.87,0
36.25,2.68,19.25,0.83,16.5,3.2,0
39.75,4.32,11.75,3.56,17.25,3.96,0
28.75,4.71,13.67,4.19,24.67,1.7,0
28,7.07,17.25,3.11,18.67,0.47,0
43,2.35,12,2.55,13.75,5.8,0
31,3.74,17,3.74,15,3.67,0
37.75,2.68,16.5,4.39,18,3.67,0
40,6.16,20,1.41,18.25,5.4,0
32.75,8.93,13.5,1.66,17.25,3.27,0
29.5,0.5,18.5,2.87,10.5,4.03,0
40.75,3.7,13.33,1.25,11,1.41,0
34.75,1.79,10.25,8.04,13.67,0.94,0
39.5,1.5,15.33,4.03,15.33,4.19,0
32.67,4.5,14.5,2.18,20,2.83,0
36.2,3.71,12.5,5.5,17.8,6.11,0
27.75,2.49,14.33,0.94,16.75,2.95,0
40.67,4.11,16,4.3,12.67,6.18,0
36,2.45,14,5,19,4.18,0
34.67,3.4,15.67,1.7,16.5,3.35,0
36.25,3.9,14.75,1.79,14.25,4.82,0
